store_id,city,region,store_type,population_density
6,London,Europe,Online,4805
6,New York,North America,Hybrid,4451
10,Toronto,Europe,Offline,4664
7,London,North America,Online,1651
14,London,Europe,Hybrid,3067
3,New York,Europe,Hybrid,2908
9,Toronto,North America,Hybrid,6157
1,New York,North America,Hybrid,7163
7,London,North America,Hybrid,4509
9,London,Europe,Hybrid,4845
16,Toronto,Europe,Hybrid,6851
8,London,Europe,Online,3886
14,London,North America,Online,5766
15,Toronto,Europe,Offline,1895
19,New York,North America,Hybrid,2807
11,Toronto,North America,Hybrid,1806
12,Toronto,Europe,Online,5074
10,New York,North America,Hybrid,5051
3,New York,North America,Hybrid,7805
10,Toronto,Europe,Hybrid,1383
3,New York,Europe,Hybrid,5563
13,Toronto,North America,Offline,4671
11,New York,North America,Online,3773
19,New York,North America,Offline,5129
20,Toronto,North America,Offline,4427
17,London,North America,Online,7974
15,New York,North America,Offline,9113
10,London,Europe,Hybrid,6281
12,London,Europe,Offline,8583
14,New York,North America,Offline,2098
20,Toronto,North America,Online,6741
10,Toronto,Europe,Offline,9864
19,New York,North America,Hybrid,7274
7,New York,North America,Online,3700
11,Toronto,North America,Online,7442
6,London,Europe,Hybrid,3341
6,New York,Europe,Offline,6668
1,New York,Europe,Offline,9618
20,Toronto,North America,Hybrid,5504
16,London,Europe,Offline,3847
4,New York,Europe,Hybrid,2021
6,London,Europe,Hybrid,1232
9,New York,North America,Offline,1729
12,New York,Europe,Offline,2410
1,New York,North America,Online,7136
10,New York,Europe,Online,6169
9,New York,Europe,Offline,6957
19,New York,Europe,Offline,5729
15,Toronto,North America,Online,9471
2,Toronto,North America,Hybrid,6879
6,Toronto,North America,Online,8192
12,London,Europe,Offline,7572
19,New York,North America,Hybrid,3726
12,Toronto,Europe,Online,8546
14,New York,North America,Online,7131
13,Toronto,North America,Online,7350
18,New York,Europe,Offline,1440
8,New York,Europe,Online,1724
10,Toronto,Europe,Online,5276
4,London,Europe,Online,3635
13,Toronto,North America,Offline,7962
4,New York,Europe,Hybrid,7282
15,Toronto,North America,Online,9021
10,New York,Europe,Online,5804
2,London,Europe,Online,3871
20,New York,Europe,Online,2253
10,Toronto,Europe,Online,4013
9,Toronto,North America,Hybrid,1800
6,London,Europe,Offline,1082
11,New York,North America,Online,1296
11,London,Europe,Offline,1205
7,London,North America,Hybrid,7390
17,Toronto,Europe,Offline,6166
10,London,Europe,Online,7148
4,London,Europe,Online,3606
4,London,Europe,Hybrid,9775
13,Toronto,North America,Hybrid,6473
1,London,North America,Online,9247
12,New York,Europe,Hybrid,9377
11,New York,Europe,Online,1506
4,London,Europe,Online,5011
9,London,North America,Hybrid,9751
12,Toronto,Europe,Offline,3032
11,New York,North America,Offline,4442
11,Toronto,Europe,Offline,8378
1,New York,Europe,Hybrid,6942
5,London,North America,Online,5789
9,Toronto,Europe,Offline,3791
17,Toronto,North America,Offline,7223
4,London,North America,Offline,9172
4,Toronto,North America,Offline,9761
8,New York,Europe,Online,1659
2,New York,North America,Online,8819
3,Toronto,North America,Online,9886
7,London,Europe,Online,5124
9,London,North America,Offline,5510
16,Toronto,North America,Online,2074
10,London,Europe,Offline,9690
13,New York,North America,Hybrid,3574
10,Toronto,North America,Offline,6467
13,New York,Europe,Offline,3292
11,Toronto,Europe,Offline,4267
19,Toronto,North America,Hybrid,7390
11,Toronto,Europe,Offline,5656
19,New York,North America,Offline,5017
11,Toronto,Europe,Hybrid,4519
9,Toronto,North America,Online,2952
1,London,Europe,Online,9261
18,New York,North America,Hybrid,8675
11,New York,North America,Hybrid,6567
8,Toronto,Europe,Online,5241
7,Toronto,North America,Online,1429
7,New York,Europe,Online,7951
15,London,North America,Offline,1806
19,London,North America,Online,4434
17,Toronto,Europe,Offline,9335
10,New York,Europe,Hybrid,5926
11,New York,North America,Online,3905
7,London,Europe,Offline,7797
1,Toronto,North America,Offline,7613
2,London,North America,Offline,1761
8,New York,Europe,Online,2841
9,New York,Europe,Hybrid,9847
5,New York,North America,Hybrid,2553
10,Toronto,Europe,Hybrid,9518
2,New York,North America,Online,3342
7,London,Europe,Offline,4519
11,Toronto,Europe,Hybrid,2581
4,New York,Europe,Online,2970
13,London,North America,Online,4634
17,New York,Europe,Online,2640
2,Toronto,Europe,Offline,9548
18,London,Europe,Online,2094
14,Toronto,North America,Online,6741
9,Toronto,North America,Hybrid,2921
18,London,Europe,Online,2153
6,London,Europe,Offline,4680
14,New York,North America,Offline,5519
16,New York,Europe,Online,8106
19,London,North America,Hybrid,2555
15,Toronto,North America,Offline,8074
1,London,Europe,Offline,6875
9,New York,North America,Hybrid,9966
12,London,North America,Offline,6010
16,Toronto,Europe,Offline,6922
6,Toronto,North America,Online,2529
4,London,Europe,Hybrid,2346
8,New York,North America,Offline,4538
19,New York,Europe,Online,9496
12,New York,Europe,Hybrid,6850
4,London,North America,Hybrid,6707
14,New York,North America,Online,8347
9,London,Europe,Hybrid,1451
10,London,Europe,Offline,4810
19,New York,North America,Hybrid,2042
16,London,North America,Offline,2459
5,Toronto,North America,Online,6098
13,New York,North America,Offline,2336
4,New York,North America,Hybrid,1206
20,Toronto,North America,Hybrid,4577
17,New York,Europe,Online,1635
7,London,North America,Hybrid,6527
8,Toronto,North America,Offline,1681
19,London,Europe,Hybrid,4292
13,New York,Europe,Online,9048
2,London,North America,Online,2461
7,Toronto,North America,Hybrid,8107
8,London,Europe,Online,4335
4,Toronto,North America,Online,6419
8,London,Europe,Offline,6074
16,Toronto,North America,Hybrid,7479
16,New York,North America,Hybrid,6363
9,New York,North America,Offline,4311
8,New York,Europe,Online,2369
2,London,North America,Online,6208
2,Toronto,Europe,Online,5780
3,New York,Europe,Hybrid,3639
6,London,Europe,Offline,1629
4,New York,North America,Hybrid,9938
8,London,Europe,Hybrid,5096
6,Toronto,Europe,Online,7030
8,Toronto,North America,Hybrid,6782
11,Toronto,Europe,Online,9682
12,London,Europe,Online,7436
7,Toronto,North America,Hybrid,7296
19,New York,Europe,Hybrid,4240
17,London,North America,Hybrid,2590
7,London,North America,Online,6039
10,Toronto,North America,Hybrid,3618
8,New York,North America,Offline,2590
12,Toronto,North America,Offline,1325
13,New York,North America,Hybrid,4229
19,Toronto,North America,Offline,5140
10,Toronto,Europe,Offline,6529
1,London,North America,Offline,7236
14,Toronto,Europe,Online,6672
3,London,Europe,Hybrid,2859
8,New York,North America,Online,1220
2,London,North America,Online,2329
3,Toronto,Europe,Hybrid,9672
19,New York,Europe,Online,9316
7,New York,Europe,Online,3661
8,London,North America,Hybrid,5123
3,London,Europe,Online,2445
16,Toronto,Europe,Offline,9013
11,Toronto,Europe,Offline,8408
5,Toronto,Europe,Online,8116
5,Toronto,Europe,Online,1355
16,Toronto,Europe,Online,8984
17,Toronto,North America,Offline,9036
17,Toronto,Europe,Hybrid,7117
8,New York,Europe,Hybrid,4824
19,New York,North America,Online,9005
3,London,Europe,Offline,5358
8,New York,North America,Offline,6835
18,New York,North America,Hybrid,2972
1,Toronto,Europe,Online,3360
15,London,Europe,Hybrid,3571
15,Toronto,North America,Hybrid,3105
13,London,North America,Hybrid,8114
2,London,North America,Hybrid,3160
12,Toronto,North America,Offline,6629
7,Toronto,North America,Online,5272
2,New York,North America,Online,3255
14,London,North America,Online,4278
19,Toronto,North America,Offline,4486
6,New York,Europe,Offline,4207
17,Toronto,North America,Online,2846
7,London,Europe,Offline,8598
11,New York,Europe,Hybrid,7366
10,London,North America,Online,2757
13,London,North America,Online,1877
1,Toronto,North America,Online,5948
3,London,North America,Offline,5475
13,New York,North America,Offline,8085
16,New York,Europe,Online,5455
16,New York,North America,Offline,6964
18,New York,Europe,Hybrid,6681
16,London,Europe,Offline,8073
17,London,North America,Hybrid,6597
17,London,North America,Hybrid,2700
11,London,Europe,Hybrid,7471
15,New York,North America,Hybrid,1009
18,London,North America,Online,1385
4,Toronto,Europe,Hybrid,7602
16,London,North America,Hybrid,9050
14,London,Europe,Hybrid,9033
3,New York,North America,Offline,7223
15,New York,Europe,Online,1168
15,Toronto,Europe,Hybrid,1798
10,London,Europe,Offline,2796
6,Toronto,North America,Offline,3992
4,New York,North America,Online,1387
2,Toronto,Europe,Hybrid,7918
5,New York,North America,Online,2415
6,London,Europe,Online,1651
1,New York,Europe,Hybrid,9692
16,Toronto,North America,Online,3824
19,New York,North America,Hybrid,7774
1,New York,Europe,Offline,8369
10,Toronto,North America,Offline,1506
9,Toronto,Europe,Offline,9770
3,London,Europe,Offline,9728
8,London,North America,Offline,6019
7,London,North America,Hybrid,5833
6,New York,Europe,Hybrid,5047
9,London,Europe,Hybrid,6593
7,Toronto,Europe,Offline,5539
13,Toronto,North America,Online,3967
9,New York,North America,Hybrid,7934
9,Toronto,Europe,Online,4776
11,New York,North America,Offline,4328
14,New York,North America,Offline,3713
13,Toronto,North America,Online,2644
9,New York,Europe,Offline,9584
3,London,Europe,Online,7619
20,Toronto,North America,Hybrid,4998
1,Toronto,Europe,Hybrid,8296
6,New York,North America,Hybrid,9473
3,London,North America,Offline,2298
14,Toronto,North America,Hybrid,2094
8,New York,North America,Hybrid,2262
5,London,North America,Online,1143
2,Toronto,North America,Online,4963
8,New York,North America,Online,7183
17,Toronto,Europe,Offline,9576
10,New York,Europe,Offline,7159
5,Toronto,North America,Hybrid,5947
15,Toronto,North America,Offline,3136
15,Toronto,Europe,Online,5816
6,New York,North America,Online,5417
20,Toronto,Europe,Hybrid,6350
2,London,North America,Online,7191
20,Toronto,Europe,Offline,4608
14,London,Europe,Online,1009
16,New York,North America,Hybrid,8530
19,London,Europe,Hybrid,5018
2,London,Europe,Offline,2744
13,Toronto,Europe,Offline,2329
14,New York,Europe,Offline,1501
13,Toronto,North America,Offline,4985
3,London,North America,Online,9853
2,New York,Europe,Offline,6853
2,London,North America,Online,3784
15,London,Europe,Online,9435
6,London,Europe,Offline,6877
11,New York,North America,Offline,3436
5,London,North America,Offline,6451
18,London,Europe,Hybrid,4436
9,Toronto,North America,Offline,8594
19,London,North America,Online,3689
17,London,Europe,Offline,4313
11,New York,North America,Offline,9209
2,Toronto,Europe,Hybrid,8478
19,New York,Europe,Hybrid,4651
1,London,North America,Online,4633
14,New York,Europe,Hybrid,1838
11,New York,North America,Online,8036
9,New York,Europe,Hybrid,5212
18,London,North America,Online,3548
4,London,Europe,Hybrid,3000
18,Toronto,North America,Hybrid,2415
13,Toronto,North America,Hybrid,7593
18,Toronto,Europe,Offline,7043
11,Toronto,North America,Offline,8593
18,London,Europe,Online,1532
10,London,North America,Hybrid,5231
10,London,Europe,Offline,1372
4,Toronto,Europe,Offline,3027
3,London,Europe,Hybrid,5874
2,New York,North America,Online,1065
19,London,North America,Online,6473
5,New York,North America,Offline,1086
7,London,Europe,Online,9647
4,London,Europe,Offline,9153
4,London,North America,Online,1658
4,London,North America,Hybrid,4443
5,London,North America,Offline,6326
7,Toronto,Europe,Online,4977
2,New York,Europe,Hybrid,5736
16,London,North America,Hybrid,8445
6,Toronto,North America,Offline,3187
12,London,Europe,Hybrid,2619
8,London,North America,Hybrid,9143
6,New York,Europe,Hybrid,7960
20,New York,North America,Offline,1750
1,London,North America,Online,3244
15,London,North America,Online,4514
19,Toronto,North America,Online,6583
18,New York,North America,Offline,4544
12,Toronto,Europe,Hybrid,3691
2,London,North America,Online,4425
7,Toronto,Europe,Hybrid,8074
6,London,Europe,Online,2389
9,London,Europe,Offline,3578
7,London,North America,Online,7648
18,New York,Europe,Offline,3215
18,New York,North America,Hybrid,2369
7,New York,North America,Hybrid,2464
9,Toronto,North America,Online,1188
7,Toronto,North America,Offline,9831
4,London,Europe,Offline,5273
5,New York,Europe,Hybrid,1695
2,New York,Europe,Online,7191
4,New York,Europe,Online,5414
13,London,North America,Hybrid,1645
1,London,North America,Online,2057
1,Toronto,Europe,Hybrid,3907
3,Toronto,Europe,Online,3537
6,New York,North America,Offline,3138
10,London,Europe,Online,6811
6,Toronto,North America,Hybrid,1381
17,London,North America,Online,2785
15,London,North America,Hybrid,6569
12,New York,Europe,Hybrid,6162
20,Toronto,Europe,Hybrid,3027
13,London,Europe,Online,1642
17,Toronto,North America,Online,4028
20,London,North America,Online,7181
1,London,North America,Offline,7027
19,Toronto,North America,Hybrid,5788
6,London,North America,Online,9287
9,New York,Europe,Online,9514
13,Toronto,Europe,Hybrid,1759
17,New York,Europe,Offline,7518
4,New York,North America,Offline,6579
16,Toronto,North America,Hybrid,4454
7,Toronto,Europe,Online,8813
12,Toronto,North America,Hybrid,1778
1,London,Europe,Offline,3713
10,New York,Europe,Hybrid,7293
19,London,North America,Online,4119
2,Toronto,North America,Hybrid,8749
7,Toronto,North America,Hybrid,4610
14,London,North America,Online,8113
3,London,Europe,Hybrid,7198
5,New York,Europe,Hybrid,6518
2,New York,North America,Offline,4665
13,London,North America,Online,2330
2,London,Europe,Online,5801
7,London,Europe,Hybrid,7736
15,Toronto,Europe,Offline,3659
18,New York,Europe,Hybrid,8768
18,Toronto,North America,Online,4251
13,New York,Europe,Hybrid,2296
4,New York,Europe,Online,9409
15,New York,Europe,Offline,5335
17,New York,North America,Offline,5512
4,New York,Europe,Hybrid,9186
6,New York,North America,Offline,9510
18,New York,North America,Hybrid,3903
19,London,Europe,Offline,2949
1,Toronto,North America,Offline,9857
3,Toronto,Europe,Online,6489
6,New York,North America,Offline,7519
18,Toronto,North America,Online,3078
5,Toronto,Europe,Hybrid,9391
15,New York,Europe,Online,4854
9,Toronto,North America,Hybrid,2040
14,London,Europe,Hybrid,3521
1,Toronto,North America,Hybrid,4890
11,London,Europe,Hybrid,1627
6,London,Europe,Offline,7456
19,Toronto,Europe,Online,4187
11,London,Europe,Online,6625
12,New York,North America,Hybrid,2740
1,London,Europe,Offline,5707
16,New York,North America,Online,9544
10,New York,Europe,Offline,8433
14,Toronto,North America,Online,7983
2,Toronto,North America,Offline,7273
9,Toronto,North America,Online,9425
19,London,Europe,Offline,9829
9,London,Europe,Hybrid,7913
3,London,Europe,Offline,1416
8,New York,North America,Online,2896
7,London,Europe,Hybrid,3984
8,Toronto,Europe,Hybrid,8226
6,Toronto,Europe,Online,2140
7,London,North America,Hybrid,1116
14,Toronto,Europe,Online,4341
3,London,Europe,Online,3960
5,London,North America,Offline,3333
13,New York,North America,Hybrid,8201
7,London,North America,Online,6338
14,Toronto,North America,Hybrid,5967
10,Toronto,Europe,Online,9013
1,London,Europe,Offline,5159
15,New York,North America,Hybrid,3856
7,Toronto,Europe,Online,9502
2,London,North America,Online,1616
12,London,Europe,Online,4879
3,London,Europe,Online,8540
6,London,Europe,Hybrid,1393
14,Toronto,North America,Online,9189
4,London,Europe,Offline,8644
4,New York,North America,Online,2981
7,New York,Europe,Hybrid,4153
10,London,North America,Online,5621
11,New York,North America,Hybrid,5697
1,New York,Europe,Online,9135
18,Toronto,Europe,Offline,6028
14,New York,Europe,Hybrid,3653
3,Toronto,Europe,Hybrid,1366
6,London,North America,Online,5676
15,Toronto,Europe,Offline,2063
8,Toronto,Europe,Online,3242
2,New York,North America,Hybrid,7759
17,New York,North America,Hybrid,2596
15,New York,North America,Hybrid,1695
10,Toronto,Europe,Offline,5919
6,Toronto,Europe,Offline,7978
11,New York,North America,Hybrid,7595
3,London,North America,Online,8782
19,New York,North America,Online,1828
9,London,North America,Hybrid,2113
9,London,North America,Hybrid,5876
19,Toronto,North America,Offline,7262
2,Toronto,Europe,Hybrid,5360
4,London,Europe,Online,2097
17,Toronto,North America,Online,2458
8,Toronto,Europe,Online,2834
9,Toronto,North America,Online,2970
18,New York,North America,Online,5251
19,New York,Europe,Hybrid,7606
5,Toronto,Europe,Hybrid,8817
19,Toronto,North America,Offline,7998
18,London,North America,Offline,7183
20,Toronto,Europe,Hybrid,7165
10,New York,North America,Offline,1190
9,London,North America,Online,9233
13,Toronto,North America,Hybrid,8293
4,London,North America,Offline,3674
8,New York,Europe,Offline,9372
5,Toronto,North America,Hybrid,2595
14,Toronto,North America,Offline,8933
18,New York,North America,Offline,2304
13,London,Europe,Offline,9944
3,Toronto,Europe,Hybrid,5279
12,New York,Europe,Hybrid,1728
18,Toronto,North America,Offline,6150
2,Toronto,Europe,Online,1805
13,London,Europe,Hybrid,8125
11,Toronto,Europe,Offline,8259
20,New York,Europe,Online,4973
10,New York,North America,Offline,6472
5,Toronto,North America,Offline,8015
3,New York,Europe,Hybrid,2637
4,Toronto,Europe,Offline,9102
5,London,Europe,Offline,3688
9,New York,Europe,Offline,4735
6,Toronto,Europe,Hybrid,3864
2,New York,Europe,Offline,6005
5,New York,North America,Hybrid,8331
8,London,Europe,Hybrid,3725
1,London,North America,Online,7341
11,London,North America,Offline,4759
17,Toronto,North America,Offline,6658
18,New York,Europe,Hybrid,2080
20,New York,North America,Hybrid,8479
16,London,North America,Offline,2714
20,London,Europe,Hybrid,5139
8,London,North America,Online,2846
2,London,North America,Online,3387
17,Toronto,Europe,Offline,7216
3,Toronto,North America,Offline,7286
19,London,North America,Offline,5527
7,London,North America,Offline,7623
2,Toronto,Europe,Hybrid,7388
3,London,North America,Offline,1025
1,Toronto,North America,Offline,7876
15,New York,North America,Hybrid,8101
19,Toronto,North America,Offline,8430
14,London,Europe,Offline,9552
15,Toronto,Europe,Hybrid,6150
20,New York,North America,Online,9877
6,New York,Europe,Offline,9392
18,Toronto,Europe,Offline,8964
1,London,North America,Hybrid,1815
7,New York,Europe,Offline,3910
17,London,North America,Online,5289
1,Toronto,North America,Online,6757
3,Toronto,North America,Offline,2324
2,Toronto,North America,Offline,6143
8,London,North America,Hybrid,9550
9,Toronto,Europe,Online,7773
3,New York,North America,Online,5224
10,New York,Europe,Offline,5194
2,London,Europe,Offline,4174
13,London,Europe,Offline,3259
13,Toronto,Europe,Hybrid,6497
18,Toronto,Europe,Online,1696
15,London,Europe,Online,1312
1,Toronto,Europe,Online,6163
19,Toronto,North America,Online,3587
19,Toronto,Europe,Hybrid,6567
5,Toronto,North America,Offline,6999
20,New York,Europe,Hybrid,1199
17,London,Europe,Online,2179
12,New York,Europe,Hybrid,6578
19,New York,North America,Offline,8020
8,Toronto,Europe,Hybrid,3053
1,Toronto,Europe,Offline,7176
7,Toronto,Europe,Offline,3130
19,London,North America,Online,4626
12,New York,North America,Hybrid,9863
13,Toronto,North America,Online,1106
19,London,Europe,Offline,3744
12,London,North America,Online,5191
12,New York,North America,Hybrid,1100
4,London,Europe,Hybrid,1070
12,Toronto,North America,Hybrid,6127
11,New York,Europe,Hybrid,4538
2,London,North America,Hybrid,3262
8,New York,North America,Online,5128
12,London,North America,Hybrid,1167
2,Toronto,North America,Online,3149
7,New York,North America,Hybrid,2532
12,London,North America,Offline,8486
6,London,North America,Offline,2212
8,London,Europe,Online,7342
17,New York,Europe,Offline,7038
17,Toronto,Europe,Offline,1990
10,London,North America,Hybrid,4681
6,Toronto,North America,Offline,2924
11,Toronto,North America,Online,9432
10,London,North America,Hybrid,7230
12,London,North America,Offline,9710
12,London,Europe,Offline,1458
13,London,Europe,Hybrid,6496
20,London,Europe,Online,8059
1,London,Europe,Hybrid,6019
13,Toronto,Europe,Offline,3977
19,New York,Europe,Online,7304
10,Toronto,Europe,Online,1914
1,London,North America,Offline,9697
11,New York,North America,Offline,5577
16,New York,North America,Offline,4178
15,Toronto,North America,Hybrid,8044
2,London,Europe,Online,8197
6,London,North America,Online,6065
10,New York,North America,Online,7520
12,Toronto,North America,Hybrid,7402
12,London,Europe,Hybrid,4493
20,New York,North America,Offline,6957
12,New York,Europe,Offline,2501
7,Toronto,North America,Online,1231
16,London,Europe,Hybrid,5294
7,New York,North America,Online,3644
19,New York,North America,Online,6795
13,New York,Europe,Online,2092
1,Toronto,Europe,Online,5995
2,London,Europe,Hybrid,7542
12,Toronto,Europe,Hybrid,2191
11,Toronto,Europe,Offline,1277
12,New York,North America,Offline,1008
16,New York,North America,Hybrid,2471
19,London,Europe,Offline,1595
20,New York,North America,Offline,7379
7,London,Europe,Online,2888
19,London,Europe,Online,4820
13,Toronto,Europe,Hybrid,8472
13,Toronto,Europe,Hybrid,8131
13,Toronto,Europe,Hybrid,1553
16,New York,North America,Hybrid,7326
12,New York,Europe,Online,6260
4,New York,North America,Offline,7775
18,London,Europe,Hybrid,7446
8,Toronto,Europe,Online,6002
15,Toronto,North America,Hybrid,5417
11,London,Europe,Online,8815
1,London,Europe,Online,2002
12,New York,Europe,Hybrid,7763
10,Toronto,Europe,Offline,7250
4,New York,North America,Online,8560
16,New York,Europe,Online,4578
13,Toronto,North America,Online,2187
5,New York,North America,Online,6079
15,London,Europe,Hybrid,7492
2,New York,North America,Hybrid,8983
2,New York,North America,Hybrid,7006
15,Toronto,North America,Online,4293
19,New York,North America,Online,1163
4,London,Europe,Offline,6983
2,New York,Europe,Hybrid,7065
7,Toronto,North America,Online,3081
6,London,North America,Offline,1853
16,Toronto,Europe,Offline,2734
16,London,North America,Offline,9286
10,London,Europe,Hybrid,3415
3,New York,North America,Online,9698
16,Toronto,North America,Hybrid,4695
4,Toronto,North America,Online,3875
12,Toronto,North America,Online,2851
1,London,North America,Online,5749
1,New York,North America,Offline,7185
20,London,North America,Offline,7998
15,Toronto,Europe,Offline,3793
3,New York,North America,Online,7043
2,New York,Europe,Offline,7590
10,London,North America,Online,8069
4,New York,North America,Online,5466
3,Toronto,Europe,Hybrid,2845
1,New York,North America,Hybrid,6352
19,London,Europe,Offline,9592
10,London,North America,Hybrid,8132
5,New York,North America,Online,3998
4,Toronto,Europe,Hybrid,2833
17,London,North America,Online,1326
12,New York,North America,Hybrid,6515
8,London,North America,Hybrid,1031
14,New York,Europe,Offline,4998
3,London,Europe,Hybrid,2868
4,New York,North America,Online,3540
15,London,North America,Hybrid,8813
12,London,North America,Online,9818
14,New York,Europe,Hybrid,2813
6,London,North America,Hybrid,3468
19,New York,North America,Offline,8343
9,London,Europe,Hybrid,1147
5,London,Europe,Offline,5989
15,Toronto,Europe,Offline,6766
8,Toronto,Europe,Hybrid,6625
1,Toronto,Europe,Offline,1161
2,New York,Europe,Online,8515
9,Toronto,North America,Online,1008
16,Toronto,North America,Hybrid,6695
2,London,Europe,Hybrid,7395
10,New York,Europe,Hybrid,4138
17,Toronto,North America,Offline,1572
10,Toronto,Europe,Online,1708
2,Toronto,North America,Online,2914
6,New York,North America,Hybrid,1129
10,Toronto,Europe,Offline,9866
18,New York,Europe,Online,9013
20,New York,North America,Hybrid,5081
15,Toronto,North America,Offline,5435
19,London,Europe,Online,6673
15,New York,North America,Offline,1855
9,Toronto,North America,Offline,4519
19,Toronto,Europe,Online,5259
17,New York,Europe,Online,2124
17,London,North America,Hybrid,2119
6,Toronto,North America,Offline,3974
16,London,North America,Online,9386
16,New York,Europe,Offline,7207
20,London,Europe,Offline,8045
20,London,Europe,Offline,4733
18,London,Europe,Hybrid,9553
20,London,Europe,Hybrid,7073
17,London,North America,Hybrid,1841
18,New York,Europe,Online,8571
14,Toronto,North America,Hybrid,7409
11,Toronto,North America,Online,5026
19,London,North America,Online,8295
3,London,Europe,Hybrid,9267
13,New York,North America,Online,4950
11,Toronto,North America,Online,7989
2,New York,Europe,Online,8553
15,New York,North America,Hybrid,6712
11,London,Europe,Offline,2480
19,Toronto,North America,Offline,6680
16,Toronto,North America,Offline,1461
17,New York,Europe,Offline,5201
10,Toronto,Europe,Online,7116
9,New York,Europe,Offline,4416
19,New York,Europe,Online,1354
20,London,North America,Hybrid,3845
8,Toronto,Europe,Online,9043
2,New York,Europe,Online,9255
8,New York,Europe,Offline,8780
17,London,Europe,Online,4052
6,New York,North America,Hybrid,1570
2,London,Europe,Hybrid,5458
20,Toronto,North America,Hybrid,3366
14,New York,North America,Online,7114
7,New York,Europe,Online,2767
7,New York,Europe,Online,3446
20,Toronto,North America,Offline,7784
15,Toronto,Europe,Online,1981
15,New York,North America,Online,8396
13,Toronto,North America,Online,2965
19,New York,North America,Offline,1103
5,New York,Europe,Online,2521
1,London,Europe,Offline,8308
12,Toronto,North America,Online,3138
12,London,Europe,Online,7263
18,Toronto,Europe,Hybrid,9779
2,New York,Europe,Offline,8474
20,London,North America,Online,8162
8,Toronto,Europe,Hybrid,8160
14,New York,North America,Hybrid,1159
1,New York,North America,Online,1998
19,New York,North America,Online,9456
13,London,North America,Online,3275
11,Toronto,North America,Hybrid,7967
8,Toronto,North America,Online,5002
11,London,North America,Hybrid,6063
8,Toronto,Europe,Offline,1491
15,New York,North America,Online,1959
5,New York,North America,Hybrid,8319
16,Toronto,Europe,Online,8660
1,New York,Europe,Online,3612
3,London,North America,Hybrid,6363
20,New York,North America,Online,5333
1,New York,North America,Online,3083
12,New York,Europe,Hybrid,8035
10,London,North America,Online,8205
1,Toronto,Europe,Hybrid,4358
14,London,North America,Online,6207
14,London,Europe,Offline,7556
20,Toronto,Europe,Offline,2319
4,London,Europe,Hybrid,8919
14,London,Europe,Hybrid,3496
9,London,North America,Online,7548
20,Toronto,North America,Hybrid,2315
19,Toronto,North America,Hybrid,2061
12,New York,North America,Online,3977
4,London,Europe,Online,6094
7,New York,North America,Hybrid,4303
1,New York,Europe,Offline,2913
4,London,Europe,Online,6812
12,New York,North America,Online,4375
18,London,Europe,Hybrid,1056
4,Toronto,North America,Hybrid,9388
18,New York,Europe,Offline,4714
1,London,Europe,Offline,8627
13,New York,North America,Online,7401
16,New York,Europe,Offline,6841
2,London,North America,Offline,5885
17,Toronto,North America,Offline,4471
17,New York,North America,Online,1167
5,New York,Europe,Online,7177
20,Toronto,North America,Offline,2486
5,Toronto,Europe,Online,6243
11,New York,North America,Online,7096
2,London,Europe,Online,4720
15,Toronto,North America,Online,6867
13,Toronto,Europe,Hybrid,4766
6,Toronto,Europe,Online,5943
6,Toronto,Europe,Offline,9652
9,New York,North America,Offline,7180
13,Toronto,Europe,Hybrid,3266
1,Toronto,Europe,Hybrid,4829
1,London,North America,Offline,4277
7,London,Europe,Offline,8376
14,New York,North America,Online,9633
6,New York,North America,Online,3412
4,Toronto,North America,Offline,3693
13,London,North America,Online,7140
14,London,North America,Online,5360
3,Toronto,Europe,Online,4539
19,New York,North America,Online,7770
9,Toronto,Europe,Online,1087
12,London,Europe,Online,4587
6,London,North America,Offline,4640
14,Toronto,Europe,Hybrid,6425
9,London,Europe,Online,8416
12,Toronto,North America,Online,1730
12,Toronto,North America,Hybrid,1533
8,New York,North America,Online,3748
20,London,North America,Offline,5647
6,Toronto,North America,Offline,3674
9,Toronto,North America,Online,1942
16,Toronto,North America,Online,8882
20,Toronto,North America,Hybrid,4328
8,New York,Europe,Offline,4803
17,London,Europe,Offline,7276
1,London,North America,Hybrid,9733
8,Toronto,Europe,Online,6206
2,London,Europe,Offline,8552
3,London,North America,Hybrid,5167
16,Toronto,North America,Offline,9072
12,London,North America,Online,6575
6,Toronto,Europe,Hybrid,8828
19,New York,Europe,Offline,4550
12,New York,North America,Hybrid,4004
6,London,North America,Online,3777
14,Toronto,North America,Hybrid,8264
14,New York,North America,Online,8818
8,Toronto,North America,Hybrid,3910
2,Toronto,North America,Hybrid,3352
14,New York,Europe,Offline,3126
8,Toronto,North America,Online,5446
14,New York,North America,Hybrid,5243
10,New York,North America,Offline,3927
7,Toronto,Europe,Online,1737
16,London,North America,Online,5911
3,Toronto,North America,Online,5401
6,Toronto,Europe,Hybrid,7057
17,Toronto,Europe,Online,1198
6,New York,Europe,Hybrid,5563
9,London,Europe,Online,5992
15,New York,Europe,Hybrid,7146
13,New York,Europe,Hybrid,2100
16,London,North America,Hybrid,2802
12,Toronto,Europe,Online,6528
13,Toronto,Europe,Hybrid,4456
14,Toronto,Europe,Hybrid,5607
20,New York,Europe,Offline,4362
11,London,Europe,Online,5959
14,London,North America,Hybrid,7577
6,London,North America,Offline,4140
14,London,Europe,Online,4823
19,Toronto,North America,Online,4379
20,London,North America,Online,5624
