campaign_id,ad_channel,campaign_type,marketing_spend,conversion_rate,impressions
565,Email,Flash Sale,1469.25,0.03,31899
566,Email,Flash Sale,10750.23,0.13,33486
567,Google,Flash Sale,4454.36,0.06,38775
568,Meta,Flash Sale,5106.39,0.07,48592
569,TikTok,Brand Awareness,3549.85,0.06,47621
570,Meta,Seasonal,12547.49,0.15,11244
571,TikTok,Brand Awareness,16827.12,0.19,11394
572,TikTok,Flash Sale,3626.67,0.06,24281
573,Email,Seasonal,4234.92,0.06,7939
574,Email,Brand Awareness,16901.63,0.19,33662
575,Email,Flash Sale,13497.99,0.15,19792
576,Meta,Seasonal,14324.57,0.16,29103
577,Email,Seasonal,5530.12,0.08,29447
578,TikTok,Flash Sale,14974.89,0.17,1517
579,Email,Seasonal,3813.92,0.06,20761
580,TikTok,Brand Awareness,8275.81,0.1,23328
581,Google,Brand Awareness,1223.82,0.03,4928
582,TikTok,Seasonal,6620.63,0.09,49874
583,Meta,Seasonal,14121.83,0.16,22485
584,Meta,Flash Sale,3446.2,0.05,15076
585,Email,Flash Sale,12244.35,0.14,46155
586,Google,Brand Awareness,6271.11,0.08,14935
587,TikTok,Seasonal,10931.88,0.13,35260
588,Email,Seasonal,5876.57,0.08,20999
589,TikTok,Brand Awareness,14201.72,0.16,30646
590,Email,Flash Sale,13155.73,0.15,16258
591,Google,Brand Awareness,11021.67,0.13,37657
592,Meta,Brand Awareness,19805.0,0.22,38981
593,Google,Brand Awareness,15219.13,0.17,21799
594,Meta,Flash Sale,7436.25,0.09,27691
595,Email,Flash Sale,1585.67,0.04,17903
596,Google,Flash Sale,4864.85,0.07,4973
597,Google,Seasonal,14669.74,0.17,37353
598,Meta,Brand Awareness,12989.65,0.15,28771
599,TikTok,Brand Awareness,8855.85,0.11,17442
600,Google,Flash Sale,17006.68,0.19,6879
601,TikTok,Brand Awareness,8749.77,0.11,30669
602,Google,Brand Awareness,12606.34,0.15,32229
603,Google,Brand Awareness,16630.31,0.19,30175
604,Meta,Flash Sale,8893.34,0.11,1613
605,Email,Flash Sale,17732.36,0.2,3411
606,Meta,Brand Awareness,7004.09,0.09,13698
607,Google,Brand Awareness,3149.58,0.05,45416
608,Email,Flash Sale,6298.57,0.08,24689
609,TikTok,Seasonal,12142.73,0.14,38474
610,Google,Seasonal,10808.71,0.13,32455
611,Meta,Seasonal,15895.1,0.18,40319
612,Google,Seasonal,14973.3,0.17,5063
613,Google,Flash Sale,13097.17,0.15,25999
614,Google,Flash Sale,5057.78,0.07,43658
615,Meta,Brand Awareness,16425.9,0.18,9256
616,Google,Seasonal,8555.06,0.11,21425
617,TikTok,Seasonal,5523.62,0.08,34926
618,Meta,Seasonal,6961.86,0.09,23383
619,Google,Flash Sale,5376.51,0.07,3765
620,TikTok,Brand Awareness,19283.71,0.21,25635
621,TikTok,Flash Sale,5601.49,0.08,13740
622,Meta,Seasonal,11775.45,0.14,13844
623,Email,Seasonal,1687.94,0.04,25224
624,Email,Brand Awareness,8643.6,0.11,25527
625,Google,Brand Awareness,12767.62,0.15,19354
626,TikTok,Flash Sale,19920.24,0.22,35006
627,Email,Brand Awareness,7664.01,0.1,39271
628,Meta,Flash Sale,6802.86,0.09,17680
629,TikTok,Flash Sale,18645.86,0.21,30566
630,TikTok,Brand Awareness,3109.66,0.05,5973
631,Meta,Flash Sale,7838.37,0.1,13887
632,Google,Flash Sale,16077.21,0.18,19471
633,Meta,Flash Sale,16494.27,0.18,16317
634,Google,Flash Sale,12168.11,0.14,10106
635,Email,Brand Awareness,16773.66,0.19,36232
636,Google,Brand Awareness,12712.76,0.15,26325
637,Email,Seasonal,4915.4,0.07,13235
638,Google,Seasonal,16609.98,0.19,22415
639,Meta,Seasonal,16848.63,0.19,14479
640,Meta,Seasonal,15508.6,0.18,10351
641,Google,Flash Sale,6269.59,0.08,43355
642,Email,Brand Awareness,12514.29,0.15,13022
643,Meta,Flash Sale,17149.76,0.19,27953
644,Google,Flash Sale,15732.78,0.18,2750
645,Meta,Flash Sale,17558.64,0.2,44928
646,Email,Flash Sale,13426.44,0.15,11575
647,Google,Brand Awareness,18442.2,0.2,18907
648,Google,Flash Sale,10883.43,0.13,46242
649,Google,Flash Sale,3957.31,0.06,2831
650,Google,Flash Sale,19891.47,0.22,22147
651,Google,Flash Sale,7843.08,0.1,43860
652,Google,Seasonal,9063.39,0.11,27941
653,Meta,Brand Awareness,15959.63,0.18,46064
654,Google,Seasonal,16248.73,0.18,2390
655,Email,Flash Sale,15668.6,0.18,14239
656,Google,Brand Awareness,4774.36,0.07,28190
657,Meta,Brand Awareness,16288.19,0.18,46631
658,Meta,Seasonal,10889.89,0.13,9228
659,Meta,Seasonal,8023.22,0.1,28788
660,Email,Seasonal,13092.15,0.15,31848
661,Meta,Flash Sale,16370.58,0.18,25933
662,Email,Seasonal,8747.05,0.11,11140
663,Google,Flash Sale,9240.75,0.11,3544
664,Google,Brand Awareness,18183.63,0.2,26253
665,Meta,Flash Sale,13507.39,0.16,17214
666,Meta,Flash Sale,10615.58,0.13,17572
667,Meta,Brand Awareness,8382.09,0.1,27081
668,TikTok,Brand Awareness,9511.91,0.12,29242
669,Meta,Seasonal,3347.88,0.05,14168
670,Email,Seasonal,16314.22,0.18,19137
671,Google,Seasonal,8816.81,0.11,14832
672,TikTok,Flash Sale,13695.43,0.16,16702
673,Meta,Seasonal,10360.81,0.12,40446
674,TikTok,Seasonal,13437.8,0.15,42535
675,Google,Brand Awareness,8917.2,0.11,26222
676,Email,Brand Awareness,1934.01,0.04,36433
677,TikTok,Flash Sale,9935.63,0.12,19373
678,Google,Brand Awareness,4815.75,0.07,23493
679,Meta,Brand Awareness,8097.76,0.1,8609
680,Email,Flash Sale,10554.02,0.13,21948
681,Meta,Flash Sale,12945.71,0.15,45563
682,Google,Flash Sale,17379.98,0.19,47302
683,Meta,Brand Awareness,4255.17,0.06,49216
684,Email,Flash Sale,5087.29,0.07,26648
685,Google,Brand Awareness,17178.2,0.19,20927
686,Google,Flash Sale,13889.97,0.16,48576
687,Google,Seasonal,13111.46,0.15,34779
688,Email,Flash Sale,19083.54,0.21,46087
689,Google,Seasonal,4070.36,0.06,8998
690,Email,Flash Sale,17559.37,0.2,38448
691,Email,Seasonal,16832.21,0.19,35006
692,Meta,Brand Awareness,10831.22,0.13,14515
693,Email,Brand Awareness,4822.29,0.07,1005
694,TikTok,Brand Awareness,16885.51,0.19,36272
695,Meta,Brand Awareness,8581.77,0.11,24531
696,TikTok,Brand Awareness,4003.75,0.06,28875
697,Meta,Flash Sale,9759.64,0.12,11059
698,Email,Seasonal,12114.86,0.14,22584
699,Email,Seasonal,12729.73,0.15,9093
700,Meta,Flash Sale,16547.99,0.19,26530
701,Email,Brand Awareness,19240.23,0.21,49196
702,Email,Brand Awareness,11699.41,0.14,19797
703,Meta,Seasonal,16803.4,0.19,11820
704,Google,Flash Sale,2445.61,0.04,1910
705,Meta,Seasonal,18305.1,0.2,5923
706,Meta,Brand Awareness,2872.21,0.05,8724
707,Google,Flash Sale,10756.46,0.13,41484
708,TikTok,Brand Awareness,5601.72,0.08,13200
709,Google,Seasonal,3774.32,0.06,44033
710,Email,Brand Awareness,16681.1,0.19,29793
711,Email,Flash Sale,11736.4,0.14,49753
712,Meta,Flash Sale,10377.09,0.12,27206
713,Meta,Seasonal,13322.15,0.15,45453
714,Meta,Brand Awareness,18221.44,0.2,34504
715,Google,Brand Awareness,8275.28,0.1,48871
716,Email,Seasonal,14048.59,0.16,41400
717,Email,Seasonal,13021.22,0.15,34414
718,Meta,Seasonal,18337.22,0.2,1035
719,TikTok,Flash Sale,3451.7,0.05,20946
720,Email,Seasonal,3097.49,0.05,7970
721,Email,Seasonal,1576.45,0.04,35967
722,Email,Brand Awareness,1017.21,0.03,48010
723,Meta,Flash Sale,16060.87,0.18,3978
724,Email,Brand Awareness,10253.3,0.12,26575
725,TikTok,Flash Sale,12283.6,0.14,15439
726,Meta,Flash Sale,10525.67,0.13,4376
727,TikTok,Brand Awareness,19627.87,0.22,9756
728,Google,Brand Awareness,10322.3,0.12,49874
729,Email,Seasonal,7899.52,0.1,48828
730,Email,Brand Awareness,9567.24,0.12,12823
731,Email,Seasonal,12149.59,0.14,30820
732,Google,Brand Awareness,4922.46,0.07,3866
733,TikTok,Brand Awareness,18931.99,0.21,6568
734,TikTok,Brand Awareness,5596.21,0.08,36626
735,Google,Seasonal,17324.59,0.19,28992
736,Meta,Seasonal,15090.46,0.17,19468
737,TikTok,Brand Awareness,6235.58,0.08,12885
738,Google,Seasonal,6459.28,0.08,10741
739,TikTok,Seasonal,17537.52,0.2,6927
740,TikTok,Seasonal,7249.48,0.09,43857
741,Email,Brand Awareness,3078.6,0.05,38871
742,Google,Seasonal,7576.04,0.1,23894
743,Meta,Seasonal,5086.62,0.07,46598
744,Meta,Seasonal,9693.81,0.12,10626
745,Meta,Brand Awareness,1626.56,0.04,35566
746,Google,Brand Awareness,19720.13,0.22,3104
747,Meta,Flash Sale,1849.43,0.04,11276
748,Google,Brand Awareness,14217.17,0.16,31699
749,Google,Seasonal,11889.84,0.14,24770
750,Meta,Brand Awareness,1298.98,0.03,14220
751,Google,Flash Sale,13091.08,0.15,1555
752,Google,Brand Awareness,18412.02,0.2,10842
753,Meta,Seasonal,17111.46,0.19,45660
754,Email,Seasonal,17131.66,0.19,14685
755,TikTok,Seasonal,14531.58,0.17,20372
756,Email,Brand Awareness,13794.44,0.16,10204
757,TikTok,Flash Sale,13916.54,0.16,6471
758,Google,Seasonal,1348.43,0.03,7900
759,Email,Seasonal,12493.88,0.14,6624
760,Email,Seasonal,9983.07,0.12,19243
761,TikTok,Flash Sale,18359.72,0.2,32025
762,TikTok,Flash Sale,11843.1,0.14,6354
763,Meta,Seasonal,18717.34,0.21,23890
764,Meta,Flash Sale,10105.11,0.12,44520
765,Google,Flash Sale,8552.27,0.11,9239
766,TikTok,Seasonal,18628.39,0.21,13527
767,Email,Flash Sale,1229.19,0.03,27895
768,Email,Flash Sale,18517.16,0.21,19679
769,Email,Brand Awareness,18171.58,0.2,41883
770,Meta,Flash Sale,13942.98,0.16,9155
771,Email,Brand Awareness,11987.48,0.14,16830
772,Email,Seasonal,4066.92,0.06,37420
773,TikTok,Brand Awareness,5014.42,0.07,11383
774,Meta,Seasonal,12639.26,0.15,7112
775,TikTok,Seasonal,13273.32,0.15,16710
776,Google,Brand Awareness,12873.53,0.15,38968
777,Google,Flash Sale,5895.48,0.08,24684
778,Email,Flash Sale,9774.85,0.12,21551
779,Email,Brand Awareness,8370.07,0.1,40321
780,Meta,Flash Sale,15128.94,0.17,8522
781,TikTok,Brand Awareness,1540.69,0.04,37142
782,TikTok,Flash Sale,1350.67,0.03,7743
783,Google,Brand Awareness,2593.07,0.05,26103
784,Email,Flash Sale,18697.02,0.21,40576
785,Meta,Brand Awareness,13712.52,0.16,25357
786,TikTok,Seasonal,12114.84,0.14,37807
787,Email,Brand Awareness,1137.18,0.03,29521
788,Email,Seasonal,14555.78,0.17,40415
789,Google,Brand Awareness,10079.66,0.12,35571
790,Email,Seasonal,12019.28,0.14,37467
791,Meta,Seasonal,9653.95,0.12,1681
792,Google,Flash Sale,15937.47,0.18,3823
793,Email,Seasonal,7427.43,0.09,9276
794,Email,Flash Sale,14452.45,0.16,22096
795,Google,Seasonal,1972.92,0.04,33414
796,TikTok,Flash Sale,1797.44,0.04,47433
797,TikTok,Flash Sale,11626.74,0.14,11760
798,Google,Flash Sale,13736.72,0.16,44377
799,Email,Brand Awareness,6066.47,0.08,22871
800,Email,Seasonal,12049.08,0.14,39931
801,TikTok,Seasonal,9284.79,0.11,5315
802,TikTok,Flash Sale,2564.5,0.05,14481
803,Email,Brand Awareness,15196.31,0.17,21009
804,Email,Flash Sale,13291.99,0.15,22892
805,Meta,Flash Sale,17430.36,0.19,8168
806,TikTok,Flash Sale,8779.94,0.11,33156
807,Email,Seasonal,14490.56,0.16,18690
808,Email,Flash Sale,18213.09,0.2,14520
809,TikTok,Flash Sale,4059.88,0.06,26626
810,Email,Brand Awareness,11712.26,0.14,23740
811,Meta,Flash Sale,3661.23,0.06,32904
812,Google,Flash Sale,16925.02,0.19,24085
813,Meta,Flash Sale,15527.76,0.18,39353
814,TikTok,Flash Sale,17044.1,0.19,40127
815,TikTok,Seasonal,14530.24,0.17,20486
816,TikTok,Flash Sale,6420.28,0.08,24212
817,TikTok,Seasonal,1733.72,0.04,39032
818,Google,Seasonal,12902.81,0.15,4584
819,Google,Brand Awareness,11991.16,0.14,14439
820,Meta,Seasonal,17194.94,0.19,5400
821,Google,Seasonal,11006.2,0.13,20655
822,Meta,Brand Awareness,1909.45,0.04,2419
823,Google,Brand Awareness,15657.17,0.18,33306
824,Email,Seasonal,2615.83,0.05,37976
825,Email,Flash Sale,5796.19,0.08,1597
826,TikTok,Flash Sale,13242.95,0.15,47870
827,TikTok,Seasonal,19138.11,0.21,46728
828,Email,Flash Sale,11924.12,0.14,16173
829,Google,Brand Awareness,13825.89,0.16,5776
830,TikTok,Flash Sale,7451.05,0.09,29672
831,Google,Seasonal,6336.78,0.08,3178
832,Meta,Seasonal,13251.93,0.15,38379
833,Google,Seasonal,19160.79,0.21,34898
834,TikTok,Flash Sale,4846.78,0.07,47089
835,Google,Brand Awareness,3027.56,0.05,31866
836,TikTok,Brand Awareness,1385.32,0.03,5084
837,TikTok,Brand Awareness,5950.56,0.08,3735
838,Google,Seasonal,14712.08,0.17,36008
839,Meta,Seasonal,11661.28,0.14,29701
840,Email,Brand Awareness,7829.46,0.1,36141
841,TikTok,Flash Sale,13841.95,0.16,40479
842,TikTok,Brand Awareness,1798.11,0.04,14491
843,TikTok,Flash Sale,16176.66,0.18,46729
844,Meta,Flash Sale,8720.14,0.11,49621
845,Google,Flash Sale,3054.86,0.05,3212
846,Email,Flash Sale,16564.13,0.19,3910
847,Google,Brand Awareness,16096.49,0.18,23034
848,Email,Brand Awareness,2977.44,0.05,45431
849,TikTok,Seasonal,8661.95,0.11,17379
850,Google,Seasonal,15737.44,0.18,21112
851,Email,Brand Awareness,3211.65,0.05,37477
852,TikTok,Flash Sale,4413.04,0.06,33435
853,Email,Brand Awareness,12892.73,0.15,21796
854,Google,Seasonal,16116.02,0.18,34222
855,Meta,Seasonal,4584.77,0.07,22400
856,TikTok,Seasonal,1471.38,0.03,39746
857,Google,Brand Awareness,6432.49,0.08,48596
858,Google,Brand Awareness,12926.92,0.15,31954
859,Email,Flash Sale,5335.38,0.07,8563
860,Meta,Flash Sale,18020.18,0.2,28449
861,Google,Seasonal,11124.92,0.13,27771
862,Email,Brand Awareness,1156.49,0.03,7618
863,Email,Brand Awareness,1212.79,0.03,37499
864,TikTok,Flash Sale,2290.6,0.04,27796
865,Meta,Seasonal,17351.43,0.19,39899
866,Email,Flash Sale,6940.47,0.09,4164
867,TikTok,Brand Awareness,17007.08,0.19,41335
868,TikTok,Flash Sale,9148.23,0.11,40725
869,Meta,Seasonal,3569.33,0.06,33005
870,TikTok,Seasonal,9288.75,0.11,47940
871,Google,Brand Awareness,11364.27,0.13,15577
872,Email,Seasonal,2876.61,0.05,47209
873,Meta,Flash Sale,2512.71,0.05,31809
874,Email,Seasonal,17909.35,0.2,33157
875,TikTok,Flash Sale,16700.9,0.19,35764
876,Email,Flash Sale,7391.01,0.09,7326
877,TikTok,Brand Awareness,8735.69,0.11,8440
878,Meta,Flash Sale,14735.39,0.17,4984
879,Email,Brand Awareness,17805.43,0.2,15348
880,TikTok,Seasonal,12926.31,0.15,40646
881,Meta,Flash Sale,16928.42,0.19,36092
882,Google,Seasonal,6730.34,0.09,35508
883,TikTok,Brand Awareness,17357.68,0.19,9103
884,Google,Brand Awareness,10890.02,0.13,36500
885,TikTok,Flash Sale,15057.45,0.17,14281
886,TikTok,Brand Awareness,5895.47,0.08,35944
887,Google,Flash Sale,18167.63,0.2,16211
888,Email,Brand Awareness,12435.18,0.14,17381
889,TikTok,Brand Awareness,8241.08,0.1,23142
890,Email,Brand Awareness,6437.54,0.08,33755
891,Google,Flash Sale,17308.77,0.19,9341
892,Email,Seasonal,11995.64,0.14,36853
893,TikTok,Brand Awareness,13416.29,0.15,43612
894,TikTok,Brand Awareness,11582.17,0.14,48194
895,TikTok,Brand Awareness,6105.82,0.08,13299
896,Meta,Flash Sale,6024.97,0.08,42210
897,Meta,Seasonal,7124.33,0.09,39839
898,TikTok,Brand Awareness,16393.91,0.18,41362
899,Google,Flash Sale,1194.44,0.03,6097
900,Email,Brand Awareness,15047.54,0.17,32095
901,Email,Flash Sale,3519.06,0.06,46554
902,Email,Seasonal,15372.46,0.17,41434
903,Google,Brand Awareness,16008.33,0.18,21341
904,Email,Flash Sale,15789.52,0.18,3878
905,Google,Seasonal,18569.47,0.21,25217
906,Google,Brand Awareness,16372.96,0.18,19184
907,Email,Flash Sale,1631.84,0.04,44759
908,Meta,Brand Awareness,8561.19,0.11,34126
909,Email,Seasonal,11008.16,0.13,8619
910,Google,Brand Awareness,3181.12,0.05,17169
911,Meta,Seasonal,17276.41,0.19,18878
912,Email,Brand Awareness,3449.81,0.05,46025
913,TikTok,Brand Awareness,17053.37,0.19,34014
914,Meta,Flash Sale,9432.44,0.11,10162
915,Meta,Flash Sale,3694.75,0.06,32162
916,Email,Brand Awareness,8711.87,0.11,38746
917,Google,Seasonal,18631.41,0.21,34224
918,Meta,Brand Awareness,14403.25,0.16,10145
919,Meta,Seasonal,15383.23,0.17,12276
920,Email,Seasonal,13896.85,0.16,23591
921,TikTok,Seasonal,11724.39,0.14,27206
922,Meta,Seasonal,5672.06,0.08,25191
923,TikTok,Flash Sale,2412.29,0.04,7085
924,Meta,Seasonal,13528.58,0.16,27097
925,Meta,Brand Awareness,15692.25,0.18,34224
926,Google,Brand Awareness,10841.33,0.13,30508
927,Google,Seasonal,1676.5,0.04,1455
928,TikTok,Seasonal,3622.52,0.06,40277
929,Email,Seasonal,12628.94,0.15,30279
930,Google,Seasonal,10210.78,0.12,48630
931,TikTok,Seasonal,18216.12,0.2,10617
932,TikTok,Brand Awareness,1239.26,0.03,43788
933,Email,Seasonal,13967.1,0.16,29635
934,Meta,Seasonal,5362.16,0.07,28153
935,TikTok,Seasonal,3534.54,0.06,5176
936,TikTok,Flash Sale,16645.61,0.19,23699
937,Email,Seasonal,4184.82,0.06,44299
938,Email,Seasonal,6544.64,0.09,11217
939,Meta,Flash Sale,14337.12,0.16,40788
940,Email,Brand Awareness,1325.88,0.03,27772
941,Email,Seasonal,19417.64,0.21,27474
942,Meta,Brand Awareness,8767.46,0.11,7443
943,Email,Seasonal,1983.89,0.04,22300
944,Meta,Flash Sale,1954.05,0.04,25186
945,Email,Flash Sale,18772.52,0.21,17059
946,Google,Seasonal,13955.59,0.16,3118
947,Google,Flash Sale,15131.0,0.17,32510
948,Meta,Flash Sale,8614.22,0.11,38998
949,Google,Flash Sale,9404.16,0.11,43076
950,TikTok,Brand Awareness,10709.17,0.13,19041
951,TikTok,Flash Sale,16520.35,0.19,47913
952,TikTok,Brand Awareness,3597.21,0.06,15936
953,Meta,Brand Awareness,9643.29,0.12,33839
954,Google,Flash Sale,7382.36,0.09,15734
955,Google,Brand Awareness,8139.43,0.1,35348
956,Google,Seasonal,17575.85,0.2,30270
957,TikTok,Brand Awareness,4591.32,0.07,19184
958,Google,Brand Awareness,12892.1,0.15,4347
959,Meta,Brand Awareness,12649.32,0.15,32931
960,TikTok,Flash Sale,18111.72,0.2,42361
961,TikTok,Brand Awareness,2920.45,0.05,29838
962,TikTok,Seasonal,2704.45,0.05,30045
963,Google,Brand Awareness,16592.83,0.19,20664
964,Email,Brand Awareness,3957.85,0.06,40008
965,TikTok,Brand Awareness,6451.17,0.08,21666
966,TikTok,Seasonal,5578.23,0.08,47159
967,Email,Flash Sale,14983.71,0.17,8001
968,Email,Seasonal,12456.0,0.14,19359
969,Email,Seasonal,17866.48,0.2,5848
970,TikTok,Brand Awareness,3865.06,0.06,35801
971,TikTok,Flash Sale,9682.63,0.12,15921
972,Email,Flash Sale,4276.53,0.06,26972
973,Email,Flash Sale,18686.03,0.21,38671
974,Meta,Seasonal,16236.98,0.18,45823
975,Email,Seasonal,15471.82,0.17,27310
976,TikTok,Brand Awareness,4920.44,0.07,30999
977,Google,Seasonal,4086.74,0.06,36394
978,Meta,Seasonal,12262.67,0.14,24287
979,Email,Flash Sale,19267.19,0.21,14017
980,Email,Brand Awareness,18988.66,0.21,40639
981,Email,Seasonal,11312.7,0.13,1475
982,Google,Brand Awareness,13419.97,0.15,43177
983,Google,Seasonal,14541.64,0.17,34988
984,Email,Seasonal,19292.07,0.21,12445
985,TikTok,Flash Sale,3031.59,0.05,41757
986,Email,Brand Awareness,13719.93,0.16,48351
987,Email,Flash Sale,17546.92,0.2,36174
988,Google,Flash Sale,13501.07,0.16,33296
989,Email,Flash Sale,11030.29,0.13,41305
990,TikTok,Seasonal,19554.32,0.22,22492
991,Google,Seasonal,16485.15,0.18,11609
992,TikTok,Brand Awareness,18095.72,0.2,29826
993,TikTok,Brand Awareness,7962.68,0.1,18227
994,TikTok,Seasonal,17086.24,0.19,23781
995,Meta,Brand Awareness,13831.74,0.16,49797
996,Meta,Brand Awareness,16725.91,0.19,42570
997,Email,Flash Sale,8739.36,0.11,22097
998,Email,Seasonal,12426.15,0.14,10423
999,Meta,Flash Sale,6137.95,0.08,10203
1000,TikTok,Brand Awareness,4226.95,0.06,7724
1001,TikTok,Flash Sale,8124.85,0.1,3685
1002,Google,Seasonal,11306.47,0.13,48956
1003,TikTok,Flash Sale,18572.77,0.21,44711
1004,TikTok,Seasonal,8258.66,0.1,47434
1005,Meta,Flash Sale,5587.82,0.08,39018
1006,Google,Seasonal,9250.5,0.11,38154
1007,TikTok,Flash Sale,18657.62,0.21,17298
1008,TikTok,Brand Awareness,10654.99,0.13,27300
1009,Google,Brand Awareness,18182.73,0.2,27611
1010,Meta,Flash Sale,18046.88,0.2,2043
1011,Email,Flash Sale,9227.09,0.11,10552
1012,Meta,Flash Sale,6049.18,0.08,3672
1013,Google,Flash Sale,19216.95,0.21,16969
1014,Email,Brand Awareness,8134.65,0.1,38713
1015,Meta,Flash Sale,2186.08,0.04,47034
1016,Meta,Flash Sale,6809.43,0.09,18637
1017,Google,Flash Sale,7602.96,0.1,32236
1018,Email,Flash Sale,6890.31,0.09,47151
1019,Email,Seasonal,7917.19,0.1,36364
1020,Email,Brand Awareness,7767.17,0.1,11564
1021,Email,Brand Awareness,17284.85,0.19,46936
1022,Meta,Brand Awareness,4518.14,0.07,29204
1023,Email,Seasonal,1137.8,0.03,35332
1024,TikTok,Flash Sale,14295.61,0.16,21071
1025,Google,Brand Awareness,17525.43,0.2,11136
1026,Google,Flash Sale,17252.91,0.19,20099
1027,Email,Flash Sale,13304.07,0.15,8627
1028,Google,Flash Sale,7115.94,0.09,44231
1029,TikTok,Seasonal,1508.64,0.04,30353
1030,TikTok,Brand Awareness,10452.88,0.12,32726
1031,Meta,Brand Awareness,5293.75,0.07,21555
1032,Meta,Brand Awareness,3359.56,0.05,25302
1033,Meta,Brand Awareness,6358.8,0.08,42970
1034,Email,Seasonal,17893.75,0.2,25365
1035,TikTok,Flash Sale,2000.46,0.04,46238
1036,Email,Seasonal,18856.55,0.21,44447
1037,TikTok,Brand Awareness,17829.47,0.2,47859
1038,Email,Seasonal,9976.75,0.12,9330
1039,Google,Seasonal,11136.12,0.13,29570
1040,Google,Seasonal,17963.07,0.2,23370
1041,Google,Seasonal,13806.44,0.16,13056
1042,TikTok,Seasonal,12236.08,0.14,8298
1043,Google,Brand Awareness,5833.99,0.08,16313
1044,Google,Brand Awareness,15999.33,0.18,32223
1045,Email,Flash Sale,10422.78,0.12,11036
1046,Google,Flash Sale,18801.81,0.21,20651
1047,Email,Flash Sale,15214.09,0.17,28376
1048,Meta,Seasonal,3583.01,0.06,47700
1049,Email,Seasonal,9540.12,0.12,36574
1050,Email,Seasonal,1259.5,0.03,30031
1051,Email,Flash Sale,15596.71,0.18,31708
1052,Google,Seasonal,16567.36,0.19,1568
1053,TikTok,Brand Awareness,18264.46,0.2,21676
1054,Meta,Flash Sale,9826.14,0.12,8762
1055,Meta,Flash Sale,2121.2,0.04,31986
1056,TikTok,Flash Sale,9807.49,0.12,6571
1057,TikTok,Flash Sale,3655.66,0.06,47622
1058,TikTok,Brand Awareness,16176.23,0.18,2536
1059,TikTok,Brand Awareness,6015.37,0.08,44037
1060,Email,Flash Sale,16957.33,0.19,26453
1061,TikTok,Brand Awareness,16924.83,0.19,13642
1062,Meta,Seasonal,4289.38,0.06,16922
1063,TikTok,Brand Awareness,4999.17,0.07,5612
1064,Google,Brand Awareness,18435.03,0.2,7002
1065,Email,Seasonal,15089.26,0.17,47415
1066,Google,Seasonal,4881.08,0.07,13957
1067,TikTok,Brand Awareness,16904.41,0.19,28019
1068,Meta,Seasonal,18398.14,0.2,5038
1069,TikTok,Brand Awareness,16199.01,0.18,45635
1070,Meta,Seasonal,12124.77,0.14,39484
1071,Meta,Brand Awareness,12284.81,0.14,26268
1072,Meta,Seasonal,1366.68,0.03,39858
1073,Email,Seasonal,3778.21,0.06,20891
1074,Google,Flash Sale,3775.72,0.06,7947
1075,TikTok,Brand Awareness,15207.54,0.17,11394
1076,Meta,Flash Sale,7532.45,0.1,38049
1077,Email,Flash Sale,7145.88,0.09,37372
1078,Email,Seasonal,8881.78,0.11,21542
1079,Email,Flash Sale,5264.08,0.07,13660
1080,Email,Brand Awareness,17731.07,0.2,10576
1081,Google,Brand Awareness,7696.79,0.1,13775
1082,Google,Seasonal,19421.87,0.21,43705
1083,Email,Flash Sale,11735.34,0.14,8061
1084,Google,Seasonal,17743.81,0.2,4435
1085,TikTok,Flash Sale,10914.5,0.13,12665
1086,Google,Seasonal,16915.1,0.19,10169
1087,Email,Flash Sale,19915.44,0.22,36724
1088,Meta,Seasonal,14864.05,0.17,43254
1089,TikTok,Flash Sale,10291.33,0.12,26396
1090,Google,Seasonal,1240.21,0.03,16040
1091,Google,Brand Awareness,9192.81,0.11,49775
1092,TikTok,Flash Sale,3404.01,0.05,8809
1093,Email,Seasonal,3895.73,0.06,49681
1094,Meta,Brand Awareness,4540.34,0.07,17536
1095,TikTok,Flash Sale,19089.11,0.21,26608
1096,Google,Brand Awareness,18560.52,0.21,4278
1097,Meta,Brand Awareness,18572.57,0.21,13503
1098,TikTok,Flash Sale,1989.0,0.04,14412
1099,Google,Brand Awareness,14798.29,0.17,37911
1100,Email,Seasonal,8230.94,0.1,1869
1101,Meta,Brand Awareness,4247.2,0.06,30359
1102,TikTok,Flash Sale,3733.01,0.06,31964
1103,Meta,Brand Awareness,15694.95,0.18,27331
1104,TikTok,Seasonal,16300.3,0.18,22810
1105,Meta,Brand Awareness,4985.04,0.07,10143
1106,Google,Flash Sale,1284.2,0.03,37074
1107,Email,Seasonal,5391.88,0.07,38815
1108,Google,Flash Sale,12064.87,0.14,10460
1109,Google,Flash Sale,7214.89,0.09,8934
1110,TikTok,Flash Sale,17164.83,0.19,26411
1111,Email,Flash Sale,4553.66,0.07,24035
1112,Email,Seasonal,3481.14,0.05,32945
1113,TikTok,Seasonal,14943.42,0.17,40558
1114,Meta,Brand Awareness,9056.99,0.11,45252
1115,Google,Brand Awareness,19561.62,0.22,34864
1116,Meta,Seasonal,17706.18,0.2,14049
1117,TikTok,Brand Awareness,15400.82,0.17,39244
1118,Email,Flash Sale,1438.89,0.03,46804
1119,Google,Seasonal,13325.72,0.15,18221
1120,Meta,Brand Awareness,13972.3,0.16,13878
1121,Meta,Seasonal,13492.39,0.15,20683
1122,TikTok,Seasonal,9961.4,0.12,21940
1123,Google,Seasonal,16068.17,0.18,44717
