date,month,quarter,year,week_of_year,is_weekend,season
2024-09-21,9,3,2024,38,1,Autumn
2024-09-22,9,3,2024,38,1,Autumn
2024-09-23,9,3,2024,39,0,Autumn
2024-09-24,9,3,2024,39,0,Autumn
2024-09-25,9,3,2024,39,0,Autumn
2024-09-26,9,3,2024,39,0,Autumn
2024-09-27,9,3,2024,39,0,Autumn
2024-09-28,9,3,2024,39,1,Autumn
2024-09-29,9,3,2024,39,1,Autumn
2024-09-30,9,3,2024,40,0,Autumn
2024-10-01,10,4,2024,40,0,Autumn
2024-10-02,10,4,2024,40,0,Autumn
2024-10-03,10,4,2024,40,0,Autumn
2024-10-04,10,4,2024,40,0,Autumn
2024-10-05,10,4,2024,40,1,Autumn
2024-10-06,10,4,2024,40,1,Autumn
2024-10-07,10,4,2024,41,0,Autumn
2024-10-08,10,4,2024,41,0,Autumn
2024-10-09,10,4,2024,41,0,Autumn
2024-10-10,10,4,2024,41,0,Autumn
2024-10-11,10,4,2024,41,0,Autumn
2024-10-12,10,4,2024,41,1,Autumn
2024-10-13,10,4,2024,41,1,Autumn
2024-10-14,10,4,2024,42,0,Autumn
2024-10-15,10,4,2024,42,0,Autumn
2024-10-16,10,4,2024,42,0,Autumn
2024-10-17,10,4,2024,42,0,Autumn
2024-10-18,10,4,2024,42,0,Autumn
2024-10-19,10,4,2024,42,1,Autumn
2024-10-20,10,4,2024,42,1,Autumn
2024-10-21,10,4,2024,43,0,Autumn
2024-10-22,10,4,2024,43,0,Autumn
2024-10-23,10,4,2024,43,0,Autumn
2024-10-24,10,4,2024,43,0,Autumn
2024-10-25,10,4,2024,43,0,Autumn
2024-10-26,10,4,2024,43,1,Autumn
2024-10-27,10,4,2024,43,1,Autumn
2024-10-28,10,4,2024,44,0,Autumn
2024-10-29,10,4,2024,44,0,Autumn
2024-10-30,10,4,2024,44,0,Autumn
2024-10-31,10,4,2024,44,0,Autumn
2024-11-01,11,4,2024,44,0,Autumn
2024-11-02,11,4,2024,44,1,Autumn
2024-11-03,11,4,2024,44,1,Autumn
2024-11-04,11,4,2024,45,0,Autumn
2024-11-05,11,4,2024,45,0,Autumn
2024-11-06,11,4,2024,45,0,Autumn
2024-11-07,11,4,2024,45,0,Autumn
2024-11-08,11,4,2024,45,0,Autumn
2024-11-09,11,4,2024,45,1,Autumn
2024-11-10,11,4,2024,45,1,Autumn
2024-11-11,11,4,2024,46,0,Autumn
2024-11-12,11,4,2024,46,0,Autumn
2024-11-13,11,4,2024,46,0,Autumn
2024-11-14,11,4,2024,46,0,Autumn
2024-11-15,11,4,2024,46,0,Autumn
2024-11-16,11,4,2024,46,1,Autumn
2024-11-17,11,4,2024,46,1,Autumn
2024-11-18,11,4,2024,47,0,Autumn
2024-11-19,11,4,2024,47,0,Autumn
2024-11-20,11,4,2024,47,0,Autumn
2024-11-21,11,4,2024,47,0,Autumn
2024-11-22,11,4,2024,47,0,Autumn
2024-11-23,11,4,2024,47,1,Autumn
2024-11-24,11,4,2024,47,1,Autumn
2024-11-25,11,4,2024,48,0,Autumn
2024-11-26,11,4,2024,48,0,Autumn
2024-11-27,11,4,2024,48,0,Autumn
2024-11-28,11,4,2024,48,0,Autumn
2024-11-29,11,4,2024,48,0,Autumn
2024-11-30,11,4,2024,48,1,Autumn
2024-12-01,12,4,2024,48,1,Winter
2024-12-02,12,4,2024,49,0,Winter
2024-12-03,12,4,2024,49,0,Winter
2024-12-04,12,4,2024,49,0,Winter
2024-12-05,12,4,2024,49,0,Winter
2024-12-06,12,4,2024,49,0,Winter
2024-12-07,12,4,2024,49,1,Winter
2024-12-08,12,4,2024,49,1,Winter
2024-12-09,12,4,2024,50,0,Winter
2024-12-10,12,4,2024,50,0,Winter
2024-12-11,12,4,2024,50,0,Winter
2024-12-12,12,4,2024,50,0,Winter
2024-12-13,12,4,2024,50,0,Winter
2024-12-14,12,4,2024,50,1,Winter
2024-12-15,12,4,2024,50,1,Winter
2024-12-16,12,4,2024,51,0,Winter
2024-12-17,12,4,2024,51,0,Winter
2024-12-18,12,4,2024,51,0,Winter
2024-12-19,12,4,2024,51,0,Winter
2024-12-20,12,4,2024,51,0,Winter
2024-12-21,12,4,2024,51,1,Winter
2024-12-22,12,4,2024,51,1,Winter
2024-12-23,12,4,2024,52,0,Winter
2024-12-24,12,4,2024,52,0,Winter
2024-12-25,12,4,2024,52,0,Winter
2024-12-26,12,4,2024,52,0,Winter
2024-12-27,12,4,2024,52,0,Winter
2024-12-28,12,4,2024,52,1,Winter
2024-12-29,12,4,2024,52,1,Winter
2024-12-30,12,4,2024,1,0,Winter
2024-12-31,12,4,2024,1,0,Winter
2025-01-01,1,1,2025,1,0,Winter
2025-01-02,1,1,2025,1,0,Winter
2025-01-03,1,1,2025,1,0,Winter
2025-01-04,1,1,2025,1,1,Winter
2025-01-05,1,1,2025,1,1,Winter
2025-01-06,1,1,2025,2,0,Winter
2025-01-07,1,1,2025,2,0,Winter
2025-01-08,1,1,2025,2,0,Winter
2025-01-09,1,1,2025,2,0,Winter
2025-01-10,1,1,2025,2,0,Winter
2025-01-11,1,1,2025,2,1,Winter
2025-01-12,1,1,2025,2,1,Winter
2025-01-13,1,1,2025,3,0,Winter
2025-01-14,1,1,2025,3,0,Winter
2025-01-15,1,1,2025,3,0,Winter
2025-01-16,1,1,2025,3,0,Winter
2025-01-17,1,1,2025,3,0,Winter
2025-01-18,1,1,2025,3,1,Winter
2025-01-19,1,1,2025,3,1,Winter
2025-01-20,1,1,2025,4,0,Winter
2025-01-21,1,1,2025,4,0,Winter
2025-01-22,1,1,2025,4,0,Winter
2025-01-23,1,1,2025,4,0,Winter
2025-01-24,1,1,2025,4,0,Winter
2025-01-25,1,1,2025,4,1,Winter
2025-01-26,1,1,2025,4,1,Winter
2025-01-27,1,1,2025,5,0,Winter
2025-01-28,1,1,2025,5,0,Winter
2025-01-29,1,1,2025,5,0,Winter
2025-01-30,1,1,2025,5,0,Winter
2025-01-31,1,1,2025,5,0,Winter
2025-02-01,2,1,2025,5,1,Winter
2025-02-02,2,1,2025,5,1,Winter
2025-02-03,2,1,2025,6,0,Winter
2025-02-04,2,1,2025,6,0,Winter
2025-02-05,2,1,2025,6,0,Winter
2025-02-06,2,1,2025,6,0,Winter
2025-02-07,2,1,2025,6,0,Winter
2025-02-08,2,1,2025,6,1,Winter
2025-02-09,2,1,2025,6,1,Winter
2025-02-10,2,1,2025,7,0,Winter
2025-02-11,2,1,2025,7,0,Winter
2025-02-12,2,1,2025,7,0,Winter
2025-02-13,2,1,2025,7,0,Winter
2025-02-14,2,1,2025,7,0,Winter
2025-02-15,2,1,2025,7,1,Winter
2025-02-16,2,1,2025,7,1,Winter
2025-02-17,2,1,2025,8,0,Winter
2025-02-18,2,1,2025,8,0,Winter
2025-02-19,2,1,2025,8,0,Winter
2025-02-20,2,1,2025,8,0,Winter
2025-02-21,2,1,2025,8,0,Winter
2025-02-22,2,1,2025,8,1,Winter
2025-02-23,2,1,2025,8,1,Winter
2025-02-24,2,1,2025,9,0,Winter
2025-02-25,2,1,2025,9,0,Winter
2025-02-26,2,1,2025,9,0,Winter
2025-02-27,2,1,2025,9,0,Winter
2025-02-28,2,1,2025,9,0,Winter
2025-03-01,3,1,2025,9,1,Spring
2025-03-02,3,1,2025,9,1,Spring
2025-03-03,3,1,2025,10,0,Spring
2025-03-04,3,1,2025,10,0,Spring
2025-03-05,3,1,2025,10,0,Spring
2025-03-06,3,1,2025,10,0,Spring
2025-03-07,3,1,2025,10,0,Spring
2025-03-08,3,1,2025,10,1,Spring
2025-03-09,3,1,2025,10,1,Spring
2025-03-10,3,1,2025,11,0,Spring
2025-03-11,3,1,2025,11,0,Spring
2025-03-12,3,1,2025,11,0,Spring
2025-03-13,3,1,2025,11,0,Spring
2025-03-14,3,1,2025,11,0,Spring
2025-03-15,3,1,2025,11,1,Spring
2025-03-16,3,1,2025,11,1,Spring
2025-03-17,3,1,2025,12,0,Spring
2025-03-18,3,1,2025,12,0,Spring
2025-03-19,3,1,2025,12,0,Spring
2025-03-20,3,1,2025,12,0,Spring
2025-03-21,3,1,2025,12,0,Spring
2025-03-22,3,1,2025,12,1,Spring
2025-03-23,3,1,2025,12,1,Spring
2025-03-24,3,1,2025,13,0,Spring
2025-03-25,3,1,2025,13,0,Spring
2025-03-26,3,1,2025,13,0,Spring
2025-03-27,3,1,2025,13,0,Spring
2025-03-28,3,1,2025,13,0,Spring
2025-03-29,3,1,2025,13,1,Spring
2025-03-30,3,1,2025,13,1,Spring
2025-03-31,3,1,2025,14,0,Spring
2025-04-01,4,2,2025,14,0,Spring
2025-04-02,4,2,2025,14,0,Spring
2025-04-03,4,2,2025,14,0,Spring
2025-04-04,4,2,2025,14,0,Spring
2025-04-05,4,2,2025,14,1,Spring
2025-04-06,4,2,2025,14,1,Spring
2025-04-07,4,2,2025,15,0,Spring
2025-04-08,4,2,2025,15,0,Spring
2025-04-09,4,2,2025,15,0,Spring
2025-04-10,4,2,2025,15,0,Spring
2025-04-11,4,2,2025,15,0,Spring
2025-04-12,4,2,2025,15,1,Spring
2025-04-13,4,2,2025,15,1,Spring
2025-04-14,4,2,2025,16,0,Spring
2025-04-15,4,2,2025,16,0,Spring
2025-04-16,4,2,2025,16,0,Spring
2025-04-17,4,2,2025,16,0,Spring
2025-04-18,4,2,2025,16,0,Spring
2025-04-19,4,2,2025,16,1,Spring
2025-04-20,4,2,2025,16,1,Spring
2025-04-21,4,2,2025,17,0,Spring
2025-04-22,4,2,2025,17,0,Spring
2025-04-23,4,2,2025,17,0,Spring
2025-04-24,4,2,2025,17,0,Spring
2025-04-25,4,2,2025,17,0,Spring
2025-04-26,4,2,2025,17,1,Spring
2025-04-27,4,2,2025,17,1,Spring
2025-04-28,4,2,2025,18,0,Spring
2025-04-29,4,2,2025,18,0,Spring
2025-04-30,4,2,2025,18,0,Spring
2025-05-01,5,2,2025,18,0,Spring
2025-05-02,5,2,2025,18,0,Spring
2025-05-03,5,2,2025,18,1,Spring
2025-05-04,5,2,2025,18,1,Spring
2025-05-05,5,2,2025,19,0,Spring
2025-05-06,5,2,2025,19,0,Spring
2025-05-07,5,2,2025,19,0,Spring
2025-05-08,5,2,2025,19,0,Spring
2025-05-09,5,2,2025,19,0,Spring
2025-05-10,5,2,2025,19,1,Spring
2025-05-11,5,2,2025,19,1,Spring
2025-05-12,5,2,2025,20,0,Spring
2025-05-13,5,2,2025,20,0,Spring
2025-05-14,5,2,2025,20,0,Spring
2025-05-15,5,2,2025,20,0,Spring
2025-05-16,5,2,2025,20,0,Spring
2025-05-17,5,2,2025,20,1,Spring
2025-05-18,5,2,2025,20,1,Spring
2025-05-19,5,2,2025,21,0,Spring
2025-05-20,5,2,2025,21,0,Spring
2025-05-21,5,2,2025,21,0,Spring
2025-05-22,5,2,2025,21,0,Spring
2025-05-23,5,2,2025,21,0,Spring
2025-05-24,5,2,2025,21,1,Spring
2025-05-25,5,2,2025,21,1,Spring
2025-05-26,5,2,2025,22,0,Spring
2025-05-27,5,2,2025,22,0,Spring
2025-05-28,5,2,2025,22,0,Spring
2025-05-29,5,2,2025,22,0,Spring
2025-05-30,5,2,2025,22,0,Spring
2025-05-31,5,2,2025,22,1,Spring
2025-06-01,6,2,2025,22,1,Summer
2025-06-02,6,2,2025,23,0,Summer
2025-06-03,6,2,2025,23,0,Summer
2025-06-04,6,2,2025,23,0,Summer
2025-06-05,6,2,2025,23,0,Summer
2025-06-06,6,2,2025,23,0,Summer
2025-06-07,6,2,2025,23,1,Summer
2025-06-08,6,2,2025,23,1,Summer
2025-06-09,6,2,2025,24,0,Summer
2025-06-10,6,2,2025,24,0,Summer
2025-06-11,6,2,2025,24,0,Summer
2025-06-12,6,2,2025,24,0,Summer
2025-06-13,6,2,2025,24,0,Summer
2025-06-14,6,2,2025,24,1,Summer
2025-06-15,6,2,2025,24,1,Summer
2025-06-16,6,2,2025,25,0,Summer
2025-06-17,6,2,2025,25,0,Summer
2025-06-18,6,2,2025,25,0,Summer
2025-06-19,6,2,2025,25,0,Summer
2025-06-20,6,2,2025,25,0,Summer
2025-06-21,6,2,2025,25,1,Summer
2025-06-22,6,2,2025,25,1,Summer
2025-06-23,6,2,2025,26,0,Summer
2025-06-24,6,2,2025,26,0,Summer
2025-06-25,6,2,2025,26,0,Summer
2025-06-26,6,2,2025,26,0,Summer
2025-06-27,6,2,2025,26,0,Summer
2025-06-28,6,2,2025,26,1,Summer
2025-06-29,6,2,2025,26,1,Summer
2025-06-30,6,2,2025,27,0,Summer
2025-07-01,7,3,2025,27,0,Summer
2025-07-02,7,3,2025,27,0,Summer
2025-07-03,7,3,2025,27,0,Summer
2025-07-04,7,3,2025,27,0,Summer
2025-07-05,7,3,2025,27,1,Summer
2025-07-06,7,3,2025,27,1,Summer
2025-07-07,7,3,2025,28,0,Summer
2025-07-08,7,3,2025,28,0,Summer
2025-07-09,7,3,2025,28,0,Summer
2025-07-10,7,3,2025,28,0,Summer
2025-07-11,7,3,2025,28,0,Summer
2025-07-12,7,3,2025,28,1,Summer
2025-07-13,7,3,2025,28,1,Summer
2025-07-14,7,3,2025,29,0,Summer
2025-07-15,7,3,2025,29,0,Summer
2025-07-16,7,3,2025,29,0,Summer
2025-07-17,7,3,2025,29,0,Summer
2025-07-18,7,3,2025,29,0,Summer
2025-07-19,7,3,2025,29,1,Summer
2025-07-20,7,3,2025,29,1,Summer
2025-07-21,7,3,2025,30,0,Summer
2025-07-22,7,3,2025,30,0,Summer
2025-07-23,7,3,2025,30,0,Summer
2025-07-24,7,3,2025,30,0,Summer
2025-07-25,7,3,2025,30,0,Summer
2025-07-26,7,3,2025,30,1,Summer
2025-07-27,7,3,2025,30,1,Summer
2025-07-28,7,3,2025,31,0,Summer
2025-07-29,7,3,2025,31,0,Summer
2025-07-30,7,3,2025,31,0,Summer
2025-07-31,7,3,2025,31,0,Summer
2025-08-01,8,3,2025,31,0,Summer
2025-08-02,8,3,2025,31,1,Summer
2025-08-03,8,3,2025,31,1,Summer
2025-08-04,8,3,2025,32,0,Summer
2025-08-05,8,3,2025,32,0,Summer
2025-08-06,8,3,2025,32,0,Summer
2025-08-07,8,3,2025,32,0,Summer
2025-08-08,8,3,2025,32,0,Summer
2025-08-09,8,3,2025,32,1,Summer
2025-08-10,8,3,2025,32,1,Summer
2025-08-11,8,3,2025,33,0,Summer
2025-08-12,8,3,2025,33,0,Summer
2025-08-13,8,3,2025,33,0,Summer
2025-08-14,8,3,2025,33,0,Summer
2025-08-15,8,3,2025,33,0,Summer
2025-08-16,8,3,2025,33,1,Summer
2025-08-17,8,3,2025,33,1,Summer
2025-08-18,8,3,2025,34,0,Summer
2025-08-19,8,3,2025,34,0,Summer
2025-08-20,8,3,2025,34,0,Summer
2025-08-21,8,3,2025,34,0,Summer
2025-08-22,8,3,2025,34,0,Summer
2025-08-23,8,3,2025,34,1,Summer
2025-08-24,8,3,2025,34,1,Summer
2025-08-25,8,3,2025,35,0,Summer
2025-08-26,8,3,2025,35,0,Summer
2025-08-27,8,3,2025,35,0,Summer
2025-08-28,8,3,2025,35,0,Summer
2025-08-29,8,3,2025,35,0,Summer
2025-08-30,8,3,2025,35,1,Summer
2025-08-31,8,3,2025,35,1,Summer
2025-09-01,9,3,2025,36,0,Autumn
2025-09-02,9,3,2025,36,0,Autumn
2025-09-03,9,3,2025,36,0,Autumn
2025-09-04,9,3,2025,36,0,Autumn
2025-09-05,9,3,2025,36,0,Autumn
2025-09-06,9,3,2025,36,1,Autumn
2025-09-07,9,3,2025,36,1,Autumn
2025-09-08,9,3,2025,37,0,Autumn
2025-09-09,9,3,2025,37,0,Autumn
2025-09-10,9,3,2025,37,0,Autumn
2025-09-11,9,3,2025,37,0,Autumn
2025-09-12,9,3,2025,37,0,Autumn
2025-09-13,9,3,2025,37,1,Autumn
2025-09-14,9,3,2025,37,1,Autumn
2025-09-15,9,3,2025,38,0,Autumn
2025-09-16,9,3,2025,38,0,Autumn
2025-09-17,9,3,2025,38,0,Autumn
2025-09-18,9,3,2025,38,0,Autumn
2025-09-19,9,3,2025,38,0,Autumn
2025-09-20,9,3,2025,38,1,Autumn
2025-09-21,9,3,2025,38,1,Autumn
2025-09-22,9,3,2025,39,0,Autumn
2025-09-23,9,3,2025,39,0,Autumn
2025-09-24,9,3,2025,39,0,Autumn
2025-09-25,9,3,2025,39,0,Autumn
2025-09-26,9,3,2025,39,0,Autumn
2025-09-27,9,3,2025,39,1,Autumn
2025-09-28,9,3,2025,39,1,Autumn
2025-09-29,9,3,2025,40,0,Autumn
2025-09-30,9,3,2025,40,0,Autumn
2025-10-01,10,4,2025,40,0,Autumn
2025-10-02,10,4,2025,40,0,Autumn
2025-10-03,10,4,2025,40,0,Autumn
2025-10-04,10,4,2025,40,1,Autumn
2025-10-05,10,4,2025,40,1,Autumn
2025-10-06,10,4,2025,41,0,Autumn
2025-10-07,10,4,2025,41,0,Autumn
2025-10-08,10,4,2025,41,0,Autumn
2025-10-09,10,4,2025,41,0,Autumn
2025-10-10,10,4,2025,41,0,Autumn
2025-10-11,10,4,2025,41,1,Autumn
2025-10-12,10,4,2025,41,1,Autumn
2025-10-13,10,4,2025,42,0,Autumn
2025-10-14,10,4,2025,42,0,Autumn
2025-10-15,10,4,2025,42,0,Autumn
2025-10-16,10,4,2025,42,0,Autumn
2025-10-17,10,4,2025,42,0,Autumn
2025-10-18,10,4,2025,42,1,Autumn
2025-10-19,10,4,2025,42,1,Autumn
2025-10-20,10,4,2025,43,0,Autumn
2025-10-21,10,4,2025,43,0,Autumn
2025-10-22,10,4,2025,43,0,Autumn
2025-10-23,10,4,2025,43,0,Autumn
2025-10-24,10,4,2025,43,0,Autumn
2025-10-25,10,4,2025,43,1,Autumn
2025-10-26,10,4,2025,43,1,Autumn
2025-10-27,10,4,2025,44,0,Autumn
2025-10-28,10,4,2025,44,0,Autumn
2025-10-29,10,4,2025,44,0,Autumn
2025-10-30,10,4,2025,44,0,Autumn
2025-10-31,10,4,2025,44,0,Autumn
2025-11-01,11,4,2025,44,1,Autumn
2025-11-02,11,4,2025,44,1,Autumn
2025-11-03,11,4,2025,45,0,Autumn
2025-11-04,11,4,2025,45,0,Autumn
2025-11-05,11,4,2025,45,0,Autumn
2025-11-06,11,4,2025,45,0,Autumn
2025-11-07,11,4,2025,45,0,Autumn
2025-11-08,11,4,2025,45,1,Autumn
2025-11-09,11,4,2025,45,1,Autumn
2025-11-10,11,4,2025,46,0,Autumn
2025-11-11,11,4,2025,46,0,Autumn
2025-11-12,11,4,2025,46,0,Autumn
2025-11-13,11,4,2025,46,0,Autumn
2025-11-14,11,4,2025,46,0,Autumn
2025-11-15,11,4,2025,46,1,Autumn
2025-11-16,11,4,2025,46,1,Autumn
2025-11-17,11,4,2025,47,0,Autumn
2025-11-18,11,4,2025,47,0,Autumn
2025-11-19,11,4,2025,47,0,Autumn
2025-11-20,11,4,2025,47,0,Autumn
2025-11-21,11,4,2025,47,0,Autumn
2025-11-22,11,4,2025,47,1,Autumn
2025-11-23,11,4,2025,47,1,Autumn
2025-11-24,11,4,2025,48,0,Autumn
2025-11-25,11,4,2025,48,0,Autumn
2025-11-26,11,4,2025,48,0,Autumn
2025-11-27,11,4,2025,48,0,Autumn
2025-11-28,11,4,2025,48,0,Autumn
2025-11-29,11,4,2025,48,1,Autumn
2025-11-30,11,4,2025,48,1,Autumn
2025-12-01,12,4,2025,49,0,Winter
2025-12-02,12,4,2025,49,0,Winter
2025-12-03,12,4,2025,49,0,Winter
2025-12-04,12,4,2025,49,0,Winter
2025-12-05,12,4,2025,49,0,Winter
2025-12-06,12,4,2025,49,1,Winter
2025-12-07,12,4,2025,49,1,Winter
2025-12-08,12,4,2025,50,0,Winter
2025-12-09,12,4,2025,50,0,Winter
2025-12-10,12,4,2025,50,0,Winter
2025-12-11,12,4,2025,50,0,Winter
2025-12-12,12,4,2025,50,0,Winter
2025-12-13,12,4,2025,50,1,Winter
2025-12-14,12,4,2025,50,1,Winter
2025-12-15,12,4,2025,51,0,Winter
2025-12-16,12,4,2025,51,0,Winter
2025-12-17,12,4,2025,51,0,Winter
2025-12-18,12,4,2025,51,0,Winter
2025-12-19,12,4,2025,51,0,Winter
2025-12-20,12,4,2025,51,1,Winter
2025-12-21,12,4,2025,51,1,Winter
2025-12-22,12,4,2025,52,0,Winter
2025-12-23,12,4,2025,52,0,Winter
2025-12-24,12,4,2025,52,0,Winter
2025-12-25,12,4,2025,52,0,Winter
2025-12-26,12,4,2025,52,0,Winter
2025-12-27,12,4,2025,52,1,Winter
2025-12-28,12,4,2025,52,1,Winter
2025-12-29,12,4,2025,1,0,Winter
2025-12-30,12,4,2025,1,0,Winter
2025-12-31,12,4,2025,1,0,Winter
2026-01-01,1,1,2026,1,0,Winter
2026-01-02,1,1,2026,1,0,Winter
2026-01-03,1,1,2026,1,1,Winter
2026-01-04,1,1,2026,1,1,Winter
2026-01-05,1,1,2026,2,0,Winter
2026-01-06,1,1,2026,2,0,Winter
2026-01-07,1,1,2026,2,0,Winter
2026-01-08,1,1,2026,2,0,Winter
2026-01-09,1,1,2026,2,0,Winter
2026-01-10,1,1,2026,2,1,Winter
2026-01-11,1,1,2026,2,1,Winter
2026-01-12,1,1,2026,3,0,Winter
2026-01-13,1,1,2026,3,0,Winter
2026-01-14,1,1,2026,3,0,Winter
2026-01-15,1,1,2026,3,0,Winter
2026-01-16,1,1,2026,3,0,Winter
2026-01-17,1,1,2026,3,1,Winter
2026-01-18,1,1,2026,3,1,Winter
2026-01-19,1,1,2026,4,0,Winter
2026-01-20,1,1,2026,4,0,Winter
2026-01-21,1,1,2026,4,0,Winter
2026-01-22,1,1,2026,4,0,Winter
2026-01-23,1,1,2026,4,0,Winter
2026-01-24,1,1,2026,4,1,Winter
2026-01-25,1,1,2026,4,1,Winter
2026-01-26,1,1,2026,5,0,Winter
2026-01-27,1,1,2026,5,0,Winter
2026-01-28,1,1,2026,5,0,Winter
2026-01-29,1,1,2026,5,0,Winter
2026-01-30,1,1,2026,5,0,Winter
2026-01-31,1,1,2026,5,1,Winter
2026-02-01,2,1,2026,5,1,Winter
2026-02-02,2,1,2026,6,0,Winter
2026-02-03,2,1,2026,6,0,Winter
2026-02-04,2,1,2026,6,0,Winter
2026-02-05,2,1,2026,6,0,Winter
2026-02-06,2,1,2026,6,0,Winter
2026-02-07,2,1,2026,6,1,Winter
2026-02-08,2,1,2026,6,1,Winter
2026-02-09,2,1,2026,7,0,Winter
2026-02-10,2,1,2026,7,0,Winter
2026-02-11,2,1,2026,7,0,Winter
2026-02-12,2,1,2026,7,0,Winter
2026-02-13,2,1,2026,7,0,Winter
2026-02-14,2,1,2026,7,1,Winter
2026-02-15,2,1,2026,7,1,Winter
2026-02-16,2,1,2026,8,0,Winter
2026-02-17,2,1,2026,8,0,Winter
2026-02-18,2,1,2026,8,0,Winter
2026-02-19,2,1,2026,8,0,Winter
2026-02-20,2,1,2026,8,0,Winter
2026-02-21,2,1,2026,8,1,Winter
2026-02-22,2,1,2026,8,1,Winter
2026-02-23,2,1,2026,9,0,Winter
2026-02-24,2,1,2026,9,0,Winter
2026-02-25,2,1,2026,9,0,Winter
2026-02-26,2,1,2026,9,0,Winter
2026-02-27,2,1,2026,9,0,Winter
2026-02-28,2,1,2026,9,1,Winter
2026-03-01,3,1,2026,9,1,Spring
2026-03-02,3,1,2026,10,0,Spring
2026-03-03,3,1,2026,10,0,Spring
2026-03-04,3,1,2026,10,0,Spring
2026-03-05,3,1,2026,10,0,Spring
2026-03-06,3,1,2026,10,0,Spring
2026-03-07,3,1,2026,10,1,Spring
2026-03-08,3,1,2026,10,1,Spring
2026-03-09,3,1,2026,11,0,Spring
2026-03-10,3,1,2026,11,0,Spring
2026-03-11,3,1,2026,11,0,Spring
2026-03-12,3,1,2026,11,0,Spring
2026-03-13,3,1,2026,11,0,Spring
2026-03-14,3,1,2026,11,1,Spring
2026-03-15,3,1,2026,11,1,Spring
2026-03-16,3,1,2026,12,0,Spring
2026-03-17,3,1,2026,12,0,Spring
2026-03-18,3,1,2026,12,0,Spring
2026-03-19,3,1,2026,12,0,Spring
2026-03-20,3,1,2026,12,0,Spring
2026-03-21,3,1,2026,12,1,Spring
2026-03-22,3,1,2026,12,1,Spring
2026-03-23,3,1,2026,13,0,Spring
2026-03-24,3,1,2026,13,0,Spring
2026-03-25,3,1,2026,13,0,Spring
2026-03-26,3,1,2026,13,0,Spring
2026-03-27,3,1,2026,13,0,Spring
2026-03-28,3,1,2026,13,1,Spring
2026-03-29,3,1,2026,13,1,Spring
2026-03-30,3,1,2026,14,0,Spring
2026-03-31,3,1,2026,14,0,Spring
2026-04-01,4,2,2026,14,0,Spring
2026-04-02,4,2,2026,14,0,Spring
2026-04-03,4,2,2026,14,0,Spring
2026-04-04,4,2,2026,14,1,Spring
2026-04-05,4,2,2026,14,1,Spring
2026-04-06,4,2,2026,15,0,Spring
2026-04-07,4,2,2026,15,0,Spring
2026-04-08,4,2,2026,15,0,Spring
2026-04-09,4,2,2026,15,0,Spring
2026-04-10,4,2,2026,15,0,Spring
2026-04-11,4,2,2026,15,1,Spring
2026-04-12,4,2,2026,15,1,Spring
2026-04-13,4,2,2026,16,0,Spring
2026-04-14,4,2,2026,16,0,Spring
2026-04-15,4,2,2026,16,0,Spring
2026-04-16,4,2,2026,16,0,Spring
2026-04-17,4,2,2026,16,0,Spring
2026-04-18,4,2,2026,16,1,Spring
2026-04-19,4,2,2026,16,1,Spring
2026-04-20,4,2,2026,17,0,Spring
2026-04-21,4,2,2026,17,0,Spring
2026-04-22,4,2,2026,17,0,Spring
2026-04-23,4,2,2026,17,0,Spring
2026-04-24,4,2,2026,17,0,Spring
2026-04-25,4,2,2026,17,1,Spring
2026-04-26,4,2,2026,17,1,Spring
2026-04-27,4,2,2026,18,0,Spring
2026-04-28,4,2,2026,18,0,Spring
2026-04-29,4,2,2026,18,0,Spring
2026-04-30,4,2,2026,18,0,Spring
2026-05-01,5,2,2026,18,0,Spring
2026-05-02,5,2,2026,18,1,Spring
2026-05-03,5,2,2026,18,1,Spring
2026-05-04,5,2,2026,19,0,Spring
2026-05-05,5,2,2026,19,0,Spring
2026-05-06,5,2,2026,19,0,Spring
2026-05-07,5,2,2026,19,0,Spring
2026-05-08,5,2,2026,19,0,Spring
2026-05-09,5,2,2026,19,1,Spring
2026-05-10,5,2,2026,19,1,Spring
2026-05-11,5,2,2026,20,0,Spring
2026-05-12,5,2,2026,20,0,Spring
2026-05-13,5,2,2026,20,0,Spring
2026-05-14,5,2,2026,20,0,Spring
2026-05-15,5,2,2026,20,0,Spring
2026-05-16,5,2,2026,20,1,Spring
2026-05-17,5,2,2026,20,1,Spring
2026-05-18,5,2,2026,21,0,Spring
2026-05-19,5,2,2026,21,0,Spring
2026-05-20,5,2,2026,21,0,Spring
2026-05-21,5,2,2026,21,0,Spring
2026-05-22,5,2,2026,21,0,Spring
2026-05-23,5,2,2026,21,1,Spring
2026-05-24,5,2,2026,21,1,Spring
2026-05-25,5,2,2026,22,0,Spring
2026-05-26,5,2,2026,22,0,Spring
2026-05-27,5,2,2026,22,0,Spring
2026-05-28,5,2,2026,22,0,Spring
2026-05-29,5,2,2026,22,0,Spring
2026-05-30,5,2,2026,22,1,Spring
2026-05-31,5,2,2026,22,1,Spring
2026-06-01,6,2,2026,23,0,Summer
2026-06-02,6,2,2026,23,0,Summer
2026-06-03,6,2,2026,23,0,Summer
2026-06-04,6,2,2026,23,0,Summer
2026-06-05,6,2,2026,23,0,Summer
2026-06-06,6,2,2026,23,1,Summer
2026-06-07,6,2,2026,23,1,Summer
2026-06-08,6,2,2026,24,0,Summer
2026-06-09,6,2,2026,24,0,Summer
