product_id,product_category,brand,product_price,cost_price,profit_margin
510,AI Gadgets,VoltPro,452.08,328.68,123.4
511,AI Gadgets,NextTech,323.36,212.43,110.93
512,Smart Wearables,FutureX,82.73,60.98,21.75
513,Smart Wearables,NextTech,61.19,30.67,30.52
514,Smart Wearables,FutureX,435.66,272.08,163.58
515,AI Gadgets,FutureX,57.78,38.42,19.36
516,Electric Accessories,NextTech,337.68,255.3,82.38
517,Electric Accessories,VoltPro,50.64,32.15,18.49
518,AI Gadgets,NextTech,100.78,76.69,24.09
519,AI Gadgets,NextTech,276.41,164.4,112.01
520,Electric Accessories,NextTech,134.57,73.26,61.31
521,AI Gadgets,FutureX,192.41,140.88,51.53
522,Smart Wearables,VoltPro,396.6,287.26,109.34
523,Electric Accessories,FutureX,213.5,131.75,81.75
524,Electric Accessories,NextTech,332.58,193.75,138.83
525,AI Gadgets,VoltPro,310.13,244.19,65.94
526,Electric Accessories,FutureX,83.81,55.37,28.44
527,Smart Wearables,FutureX,222.61,144.14,78.47
528,Electric Accessories,VoltPro,173.34,128.33,45.01
529,AI Gadgets,FutureX,94.49,70.27,24.22
530,Smart Wearables,NextTech,107.94,84.66,23.28
531,Smart Wearables,NextTech,180.67,138.15,42.52
532,Smart Wearables,FutureX,289.1,179.22,109.88
533,Smart Wearables,NextTech,309.68,214.54,95.14
534,AI Gadgets,FutureX,186.44,117.24,69.2
535,Smart Wearables,FutureX,255.03,181.51,73.52
536,Electric Accessories,FutureX,175.85,98.03,77.82
537,Smart Wearables,NextTech,321.71,208.47,113.24
538,Electric Accessories,FutureX,291.96,204.11,87.85
539,Electric Accessories,NextTech,251.41,188.26,63.15
540,Smart Wearables,NextTech,400.33,215.9,184.43
541,AI Gadgets,NextTech,132.18,88.85,43.33
542,Smart Wearables,FutureX,465.45,328.97,136.48
543,Electric Accessories,VoltPro,498.27,277.72,220.55
544,AI Gadgets,NextTech,361.66,242.88,118.78
545,Electric Accessories,FutureX,388.55,300.53,88.02
546,Electric Accessories,VoltPro,169.17,131.97,37.2
547,Electric Accessories,VoltPro,278.84,166.06,112.78
548,AI Gadgets,NextTech,158.79,102.4,56.39
549,AI Gadgets,FutureX,491.65,265.7,225.95
550,Smart Wearables,NextTech,108.99,79.55,29.44
551,Electric Accessories,VoltPro,239.15,187.27,51.88
552,Electric Accessories,VoltPro,109.2,64.5,44.7
553,Smart Wearables,FutureX,449.42,274.31,175.11
554,Electric Accessories,VoltPro,290.92,160.22,130.7
555,Electric Accessories,NextTech,403.55,241.22,162.33
556,AI Gadgets,FutureX,92.55,67.33,25.22
557,AI Gadgets,VoltPro,299.67,180.49,119.18
558,Electric Accessories,FutureX,173.62,133.05,40.57
559,AI Gadgets,NextTech,52.43,36.73,15.7
560,Electric Accessories,FutureX,382.17,212.77,169.4
561,Smart Wearables,NextTech,482.26,261.77,220.49
562,Smart Wearables,NextTech,273.33,181.31,92.02
563,AI Gadgets,VoltPro,266.06,162.82,103.24
564,Smart Wearables,NextTech,162.94,114.88,48.06
565,AI Gadgets,NextTech,240.71,167.28,73.43
566,AI Gadgets,VoltPro,276.99,187.11,89.88
567,AI Gadgets,FutureX,294.53,174.19,120.34
568,AI Gadgets,NextTech,449.54,319.58,129.96
569,Smart Wearables,VoltPro,337.67,176.45,161.22
570,Smart Wearables,VoltPro,442.1,353.53,88.57
571,AI Gadgets,FutureX,440.81,330.75,110.06
572,AI Gadgets,NextTech,251.03,151.34,99.69
573,Electric Accessories,VoltPro,436.43,309.0,127.43
574,Smart Wearables,VoltPro,323.01,251.67,71.34
575,AI Gadgets,NextTech,196.07,140.45,55.62
576,AI Gadgets,VoltPro,275.09,206.9,68.19
577,Smart Wearables,FutureX,482.6,307.75,174.85
578,Electric Accessories,NextTech,287.86,213.93,73.93
579,AI Gadgets,VoltPro,215.23,142.63,72.6
580,Electric Accessories,VoltPro,367.55,237.72,129.83
581,Electric Accessories,VoltPro,495.6,278.93,216.67
582,Smart Wearables,NextTech,412.59,280.87,131.72
583,AI Gadgets,VoltPro,304.64,166.69,137.95
584,Smart Wearables,NextTech,464.92,247.04,217.88
585,Electric Accessories,VoltPro,140.07,83.46,56.61
586,Electric Accessories,NextTech,275.16,167.09,108.07
587,Electric Accessories,FutureX,280.67,219.0,61.67
588,AI Gadgets,FutureX,82.56,63.1,19.46
589,Smart Wearables,NextTech,65.1,43.49,21.61
590,Smart Wearables,VoltPro,362.87,196.91,165.96
591,Electric Accessories,FutureX,470.16,311.58,158.58
592,AI Gadgets,VoltPro,110.06,81.64,28.42
593,Electric Accessories,NextTech,241.41,138.61,102.8
594,Smart Wearables,VoltPro,428.18,297.33,130.85
595,Smart Wearables,NextTech,283.2,180.3,102.9
596,Smart Wearables,VoltPro,321.61,250.92,70.69
597,AI Gadgets,NextTech,101.89,54.22,47.67
598,AI Gadgets,NextTech,343.98,179.25,164.73
599,AI Gadgets,VoltPro,92.78,51.97,40.81
600,Electric Accessories,VoltPro,109.28,76.94,32.34
601,AI Gadgets,NextTech,110.86,74.42,36.44
602,Smart Wearables,FutureX,387.12,231.74,155.38
603,Electric Accessories,VoltPro,449.52,238.87,210.65
604,Electric Accessories,FutureX,492.21,305.04,187.17
605,Smart Wearables,NextTech,227.65,147.44,80.21
606,Smart Wearables,VoltPro,487.38,249.18,238.2
607,Electric Accessories,NextTech,66.81,42.33,24.48
608,AI Gadgets,VoltPro,377.99,294.67,83.32
609,AI Gadgets,FutureX,159.83,116.51,43.32
610,Smart Wearables,NextTech,122.74,94.73,28.01
611,Smart Wearables,NextTech,247.4,181.74,65.66
612,Electric Accessories,NextTech,181.58,129.21,52.37
613,Electric Accessories,VoltPro,427.73,271.37,156.36
614,Electric Accessories,VoltPro,254.49,184.13,70.36
615,Electric Accessories,NextTech,399.74,232.14,167.6
616,AI Gadgets,VoltPro,361.93,267.98,93.95
617,Electric Accessories,VoltPro,118.91,59.81,59.1
618,Electric Accessories,VoltPro,216.38,139.74,76.64
619,Electric Accessories,VoltPro,157.87,96.58,61.29
620,Electric Accessories,NextTech,479.48,370.73,108.75
621,AI Gadgets,NextTech,176.21,126.75,49.46
622,Smart Wearables,NextTech,64.55,42.35,22.2
623,Smart Wearables,VoltPro,236.97,147.12,89.85
624,Electric Accessories,NextTech,370.4,227.98,142.42
625,Electric Accessories,VoltPro,98.68,78.55,20.13
626,Electric Accessories,NextTech,118.82,61.87,56.95
627,Electric Accessories,VoltPro,104.11,59.26,44.85
628,Smart Wearables,FutureX,107.17,55.47,51.7
629,AI Gadgets,FutureX,490.39,352.09,138.3
630,AI Gadgets,FutureX,287.04,171.44,115.6
631,AI Gadgets,NextTech,253.97,179.12,74.85
632,Electric Accessories,VoltPro,491.46,336.21,155.25
633,Electric Accessories,VoltPro,417.05,216.37,200.68
634,Smart Wearables,FutureX,443.1,265.33,177.77
635,AI Gadgets,VoltPro,284.39,213.55,70.84
636,Smart Wearables,NextTech,391.24,288.77,102.47
637,Electric Accessories,FutureX,108.92,77.21,31.71
638,Smart Wearables,NextTech,258.18,189.9,68.28
639,Smart Wearables,NextTech,246.34,194.29,52.05
640,Electric Accessories,VoltPro,254.02,166.42,87.6
641,Electric Accessories,FutureX,260.97,153.48,107.49
642,Electric Accessories,NextTech,317.77,167.48,150.29
643,Smart Wearables,NextTech,215.15,128.04,87.11
644,Smart Wearables,VoltPro,110.08,56.62,53.46
645,Electric Accessories,FutureX,364.09,182.22,181.87
646,Smart Wearables,NextTech,171.53,96.41,75.12
647,AI Gadgets,NextTech,336.3,241.87,94.43
648,Smart Wearables,VoltPro,163.7,103.3,60.4
649,Smart Wearables,FutureX,285.16,209.47,75.69
650,Smart Wearables,NextTech,133.62,106.01,27.61
651,AI Gadgets,NextTech,404.14,216.18,187.96
652,AI Gadgets,NextTech,430.79,273.85,156.94
653,AI Gadgets,NextTech,58.11,38.77,19.34
654,Smart Wearables,VoltPro,200.9,149.62,51.28
655,Electric Accessories,FutureX,80.19,54.38,25.81
656,Smart Wearables,VoltPro,249.79,137.99,111.8
657,Electric Accessories,FutureX,97.66,49.38,48.28
658,Smart Wearables,FutureX,288.34,174.25,114.09
659,Electric Accessories,NextTech,269.62,147.33,122.29
660,Electric Accessories,FutureX,312.06,248.34,63.72
661,AI Gadgets,NextTech,234.16,137.4,96.76
662,AI Gadgets,VoltPro,467.24,316.12,151.12
663,AI Gadgets,FutureX,120.09,91.76,28.33
664,AI Gadgets,FutureX,116.78,72.36,44.42
665,Smart Wearables,FutureX,134.63,84.6,50.03
666,Smart Wearables,VoltPro,146.59,101.34,45.25
667,Electric Accessories,FutureX,389.15,220.27,168.88
668,AI Gadgets,NextTech,176.76,113.87,62.89
669,Electric Accessories,NextTech,117.3,62.3,55.0
670,AI Gadgets,FutureX,381.49,203.74,177.75
671,AI Gadgets,FutureX,168.46,112.34,56.12
672,AI Gadgets,FutureX,379.51,199.75,179.76
673,AI Gadgets,FutureX,121.02,88.26,32.76
674,AI Gadgets,VoltPro,430.59,260.02,170.57
675,Smart Wearables,VoltPro,366.33,198.19,168.14
676,Smart Wearables,FutureX,312.9,242.83,70.07
677,Electric Accessories,VoltPro,70.2,54.48,15.72
678,Electric Accessories,NextTech,375.62,281.64,93.98
679,Smart Wearables,FutureX,92.7,55.61,37.09
680,AI Gadgets,VoltPro,184.19,125.17,59.02
681,Smart Wearables,FutureX,332.05,229.58,102.47
682,Electric Accessories,VoltPro,380.74,202.99,177.75
683,AI Gadgets,VoltPro,227.17,129.08,98.09
684,AI Gadgets,VoltPro,414.56,240.38,174.18
685,Electric Accessories,NextTech,195.21,135.37,59.84
686,Electric Accessories,FutureX,241.5,160.56,80.94
687,AI Gadgets,VoltPro,389.69,270.68,119.01
688,Electric Accessories,VoltPro,331.22,175.21,156.01
689,AI Gadgets,VoltPro,289.46,179.67,109.79
690,AI Gadgets,VoltPro,346.52,201.59,144.93
691,Electric Accessories,VoltPro,369.59,225.14,144.45
692,Smart Wearables,VoltPro,348.71,225.6,123.11
693,Smart Wearables,NextTech,152.76,86.47,66.29
694,Electric Accessories,VoltPro,98.1,68.48,29.62
695,Smart Wearables,NextTech,198.21,107.32,90.89
696,Electric Accessories,FutureX,397.21,260.89,136.32
697,Electric Accessories,VoltPro,287.5,190.33,97.17
698,Electric Accessories,NextTech,451.85,323.41,128.44
699,AI Gadgets,NextTech,195.31,125.85,69.46
700,Electric Accessories,FutureX,133.41,92.09,41.32
701,Electric Accessories,NextTech,396.13,241.86,154.27
702,Electric Accessories,VoltPro,154.34,114.12,40.22
703,Electric Accessories,NextTech,189.87,151.0,38.87
704,Electric Accessories,FutureX,264.35,206.15,58.2
705,Electric Accessories,VoltPro,198.24,131.05,67.19
706,AI Gadgets,FutureX,165.24,88.59,76.65
707,AI Gadgets,NextTech,56.66,42.63,14.03
708,Smart Wearables,VoltPro,396.87,237.39,159.48
709,AI Gadgets,FutureX,183.4,107.11,76.29
710,AI Gadgets,FutureX,451.97,295.59,156.38
711,Smart Wearables,FutureX,296.98,196.45,100.53
712,AI Gadgets,VoltPro,130.78,95.43,35.35
713,Smart Wearables,NextTech,412.26,251.88,160.38
714,AI Gadgets,FutureX,203.3,124.65,78.65
715,AI Gadgets,VoltPro,447.89,287.38,160.51
716,Smart Wearables,NextTech,123.19,93.17,30.02
717,AI Gadgets,VoltPro,326.85,206.88,119.97
718,AI Gadgets,FutureX,290.69,221.79,68.9
719,AI Gadgets,FutureX,393.91,260.72,133.19
720,AI Gadgets,FutureX,351.94,255.57,96.37
721,Smart Wearables,VoltPro,218.86,174.05,44.81
722,Smart Wearables,FutureX,376.51,214.21,162.3
723,AI Gadgets,VoltPro,110.62,60.32,50.3
724,AI Gadgets,VoltPro,58.86,42.42,16.44
725,Smart Wearables,NextTech,125.92,74.89,51.03
726,Smart Wearables,NextTech,94.88,57.78,37.1
727,Smart Wearables,VoltPro,92.77,72.84,19.93
728,Electric Accessories,NextTech,147.85,85.2,62.65
729,AI Gadgets,NextTech,85.22,66.47,18.75
730,AI Gadgets,NextTech,227.29,142.04,85.25
731,Smart Wearables,NextTech,277.14,196.53,80.61
732,Electric Accessories,NextTech,442.31,241.84,200.47
733,Smart Wearables,VoltPro,115.03,62.14,52.89
734,Smart Wearables,FutureX,273.99,165.2,108.79
735,Electric Accessories,FutureX,159.73,87.18,72.55
736,Smart Wearables,VoltPro,82.18,50.7,31.48
737,AI Gadgets,NextTech,182.69,141.41,41.28
738,Electric Accessories,FutureX,315.43,176.7,138.73
739,AI Gadgets,FutureX,171.7,106.47,65.23
740,AI Gadgets,FutureX,80.94,52.79,28.15
741,Electric Accessories,VoltPro,54.53,31.76,22.77
742,AI Gadgets,NextTech,372.04,275.32,96.72
743,Smart Wearables,VoltPro,266.32,173.02,93.3
744,Electric Accessories,FutureX,308.88,166.57,142.31
745,Smart Wearables,NextTech,337.02,169.45,167.57
746,Electric Accessories,FutureX,400.81,269.57,131.24
747,AI Gadgets,FutureX,209.93,156.64,53.29
748,Electric Accessories,NextTech,214.36,132.44,81.92
749,Smart Wearables,NextTech,169.05,110.59,58.46
750,AI Gadgets,NextTech,165.42,112.18,53.24
751,Smart Wearables,VoltPro,213.98,129.65,84.33
752,AI Gadgets,FutureX,373.46,254.36,119.1
753,AI Gadgets,NextTech,101.93,63.4,38.53
754,AI Gadgets,NextTech,199.43,108.99,90.44
755,Smart Wearables,NextTech,395.8,222.27,173.53
756,AI Gadgets,NextTech,471.27,243.4,227.87
757,AI Gadgets,FutureX,95.11,68.03,27.08
758,Electric Accessories,NextTech,310.92,189.98,120.94
759,Smart Wearables,NextTech,175.02,133.19,41.83
760,Smart Wearables,FutureX,186.58,99.37,87.21
761,Smart Wearables,VoltPro,242.33,130.96,111.37
762,Electric Accessories,FutureX,155.31,105.06,50.25
763,Electric Accessories,FutureX,305.52,228.98,76.54
764,Electric Accessories,FutureX,323.7,183.21,140.49
765,AI Gadgets,NextTech,453.88,355.85,98.03
766,Smart Wearables,VoltPro,448.73,322.51,126.22
767,Smart Wearables,FutureX,471.36,319.34,152.02
768,Smart Wearables,NextTech,303.22,160.68,142.54
769,Smart Wearables,NextTech,414.46,264.45,150.01
770,Electric Accessories,FutureX,116.66,81.21,35.45
771,Smart Wearables,FutureX,285.41,196.91,88.5
772,Smart Wearables,NextTech,152.15,86.18,65.97
773,Electric Accessories,FutureX,269.95,168.02,101.93
774,Electric Accessories,NextTech,127.26,67.54,59.72
775,Smart Wearables,VoltPro,426.8,215.39,211.41
776,Electric Accessories,NextTech,466.08,288.63,177.45
777,Electric Accessories,NextTech,270.47,178.95,91.52
778,AI Gadgets,NextTech,250.46,190.88,59.58
779,AI Gadgets,NextTech,355.69,228.05,127.64
780,Smart Wearables,NextTech,88.59,56.54,32.05
781,Smart Wearables,NextTech,404.85,222.73,182.12
782,AI Gadgets,VoltPro,484.26,279.96,204.3
783,Electric Accessories,FutureX,253.28,200.25,53.03
784,Electric Accessories,NextTech,94.65,71.15,23.5
785,Smart Wearables,NextTech,356.69,251.12,105.57
786,Smart Wearables,FutureX,321.68,238.08,83.6
787,Electric Accessories,NextTech,114.66,75.3,39.36
788,Smart Wearables,FutureX,215.59,112.82,102.77
789,AI Gadgets,NextTech,369.17,243.52,125.65
790,AI Gadgets,NextTech,442.61,315.85,126.76
791,AI Gadgets,FutureX,382.78,302.61,80.17
792,Smart Wearables,NextTech,245.98,128.33,117.65
793,AI Gadgets,FutureX,251.63,151.95,99.68
794,Electric Accessories,NextTech,399.59,294.33,105.26
795,AI Gadgets,FutureX,340.88,226.21,114.67
796,AI Gadgets,FutureX,418.01,280.21,137.8
797,Smart Wearables,FutureX,87.0,54.42,32.58
798,AI Gadgets,NextTech,450.25,360.11,90.14
799,Smart Wearables,VoltPro,433.84,343.54,90.3
800,Smart Wearables,NextTech,171.28,93.08,78.2
801,Electric Accessories,NextTech,96.47,49.74,46.73
802,Electric Accessories,VoltPro,163.55,102.12,61.43
803,Electric Accessories,VoltPro,186.71,121.89,64.82
804,Electric Accessories,NextTech,197.14,124.74,72.4
805,Smart Wearables,VoltPro,106.95,80.0,26.95
806,Electric Accessories,VoltPro,395.28,305.0,90.28
807,AI Gadgets,FutureX,82.87,50.84,32.03
808,Smart Wearables,VoltPro,183.56,111.29,72.27
809,Electric Accessories,NextTech,355.04,228.34,126.7
810,Smart Wearables,NextTech,356.06,184.09,171.97
811,Electric Accessories,NextTech,291.45,211.47,79.98
812,AI Gadgets,NextTech,483.03,336.23,146.8
813,Smart Wearables,FutureX,469.45,335.74,133.71
814,AI Gadgets,FutureX,471.51,352.73,118.78
815,Electric Accessories,NextTech,378.61,247.51,131.1
816,AI Gadgets,NextTech,326.37,181.61,144.76
817,AI Gadgets,NextTech,188.85,150.62,38.23
818,Smart Wearables,FutureX,93.31,63.15,30.16
819,AI Gadgets,VoltPro,208.91,164.01,44.9
820,Smart Wearables,VoltPro,335.3,204.28,131.02
821,Smart Wearables,NextTech,399.72,227.32,172.4
822,Electric Accessories,FutureX,202.59,144.44,58.15
823,Electric Accessories,VoltPro,499.84,324.26,175.58
824,Electric Accessories,NextTech,368.04,263.79,104.25
825,Electric Accessories,VoltPro,138.28,96.99,41.29
826,Electric Accessories,VoltPro,399.38,271.09,128.29
827,AI Gadgets,NextTech,272.32,140.67,131.65
828,Smart Wearables,NextTech,278.01,219.61,58.4
829,Electric Accessories,FutureX,109.55,77.02,32.53
830,AI Gadgets,NextTech,322.75,253.31,69.44
831,Electric Accessories,NextTech,329.98,222.92,107.06
832,AI Gadgets,VoltPro,316.84,230.27,86.57
833,Electric Accessories,VoltPro,272.58,147.08,125.5
834,Smart Wearables,NextTech,52.57,36.56,16.01
835,Smart Wearables,VoltPro,266.46,166.36,100.1
836,AI Gadgets,FutureX,139.15,70.65,68.5
837,AI Gadgets,NextTech,491.76,297.53,194.23
838,Electric Accessories,FutureX,460.78,243.18,217.6
839,Smart Wearables,FutureX,163.76,119.16,44.6
840,AI Gadgets,FutureX,266.12,202.55,63.57
841,Smart Wearables,NextTech,113.26,86.18,27.08
842,Electric Accessories,FutureX,478.86,340.39,138.47
843,Electric Accessories,FutureX,237.07,170.33,66.74
844,AI Gadgets,VoltPro,68.13,41.96,26.17
845,Electric Accessories,NextTech,163.65,100.1,63.55
846,Smart Wearables,NextTech,173.23,93.44,79.79
847,Electric Accessories,FutureX,341.0,267.97,73.03
848,AI Gadgets,VoltPro,212.98,153.4,59.58
849,Smart Wearables,FutureX,127.6,95.03,32.57
850,Smart Wearables,VoltPro,251.57,190.03,61.54
851,AI Gadgets,FutureX,403.75,216.6,187.15
852,AI Gadgets,VoltPro,189.43,148.31,41.12
853,Electric Accessories,VoltPro,151.46,78.68,72.78
854,AI Gadgets,NextTech,375.71,289.91,85.8
855,Smart Wearables,FutureX,78.29,53.77,24.52
856,Electric Accessories,FutureX,399.49,227.11,172.38
857,Electric Accessories,VoltPro,242.34,188.92,53.42
858,Smart Wearables,VoltPro,324.36,172.94,151.42
859,Smart Wearables,VoltPro,204.51,143.26,61.25
860,AI Gadgets,NextTech,61.19,37.51,23.68
861,Electric Accessories,VoltPro,336.44,257.2,79.24
862,Smart Wearables,FutureX,160.39,126.67,33.72
863,Electric Accessories,NextTech,378.82,194.22,184.6
864,AI Gadgets,VoltPro,114.03,81.25,32.78
865,AI Gadgets,VoltPro,337.97,247.27,90.7
866,AI Gadgets,FutureX,124.1,83.12,40.98
867,AI Gadgets,FutureX,101.94,64.36,37.58
868,Smart Wearables,NextTech,315.4,230.48,84.92
869,Smart Wearables,NextTech,79.31,49.99,29.32
870,AI Gadgets,VoltPro,191.0,129.77,61.23
871,AI Gadgets,FutureX,359.59,214.62,144.97
872,Electric Accessories,FutureX,237.52,123.94,113.58
873,Electric Accessories,VoltPro,250.82,177.69,73.13
874,AI Gadgets,NextTech,273.13,212.8,60.33
875,AI Gadgets,VoltPro,391.13,241.71,149.42
876,AI Gadgets,VoltPro,86.53,59.54,26.99
877,AI Gadgets,FutureX,293.13,166.17,126.96
878,AI Gadgets,VoltPro,308.11,241.24,66.87
879,AI Gadgets,FutureX,499.7,296.08,203.62
880,AI Gadgets,NextTech,221.71,160.08,61.63
881,Smart Wearables,VoltPro,390.41,208.16,182.25
882,AI Gadgets,NextTech,82.88,52.93,29.95
883,Smart Wearables,FutureX,323.12,216.31,106.81
884,Electric Accessories,FutureX,449.6,333.83,115.77
885,Smart Wearables,VoltPro,60.48,36.69,23.79
886,AI Gadgets,FutureX,117.99,83.8,34.19
887,AI Gadgets,VoltPro,65.03,40.04,24.99
888,Electric Accessories,FutureX,81.52,60.11,21.41
889,Electric Accessories,VoltPro,448.11,267.03,181.08
890,Electric Accessories,VoltPro,286.88,201.82,85.06
891,Electric Accessories,FutureX,217.34,128.15,89.19
892,Smart Wearables,NextTech,127.54,68.2,59.34
893,Smart Wearables,FutureX,378.17,226.39,151.78
894,Electric Accessories,VoltPro,260.65,207.31,53.34
895,Smart Wearables,FutureX,302.47,186.07,116.4
896,Smart Wearables,NextTech,419.96,280.77,139.19
897,AI Gadgets,VoltPro,371.32,218.26,153.06
898,Smart Wearables,FutureX,229.68,149.84,79.84
899,Smart Wearables,NextTech,165.64,85.41,80.23
900,Electric Accessories,FutureX,92.61,66.64,25.97
901,Electric Accessories,NextTech,151.27,97.27,54.0
902,Electric Accessories,FutureX,485.13,286.25,198.88
903,Smart Wearables,VoltPro,345.53,218.0,127.53
904,Electric Accessories,NextTech,95.03,64.3,30.73
905,Electric Accessories,NextTech,63.76,50.43,13.33
906,Smart Wearables,FutureX,459.78,231.94,227.84
907,Electric Accessories,FutureX,263.37,168.65,94.72
908,Electric Accessories,NextTech,184.04,122.96,61.08
909,AI Gadgets,VoltPro,361.35,252.55,108.8
910,AI Gadgets,VoltPro,327.1,176.34,150.76
911,Smart Wearables,FutureX,252.7,150.88,101.82
912,Electric Accessories,FutureX,267.95,141.28,126.67
913,Smart Wearables,VoltPro,102.9,77.52,25.38
914,AI Gadgets,NextTech,239.97,164.52,75.45
915,Electric Accessories,VoltPro,260.54,151.77,108.77
916,AI Gadgets,FutureX,426.98,304.14,122.84
917,Smart Wearables,FutureX,398.16,262.23,135.93
918,Electric Accessories,FutureX,462.02,276.61,185.41
919,AI Gadgets,NextTech,276.08,166.09,109.99
920,Smart Wearables,NextTech,378.8,302.29,76.51
921,AI Gadgets,VoltPro,246.69,132.51,114.18
922,Electric Accessories,FutureX,80.72,50.48,30.24
923,Smart Wearables,VoltPro,73.27,41.27,32.0
924,Smart Wearables,FutureX,442.87,320.11,122.76
925,AI Gadgets,VoltPro,485.7,381.88,103.82
926,Electric Accessories,VoltPro,119.42,71.68,47.74
927,Electric Accessories,FutureX,426.08,242.41,183.67
928,AI Gadgets,NextTech,243.3,157.23,86.07
929,AI Gadgets,VoltPro,160.93,119.24,41.69
930,AI Gadgets,VoltPro,67.1,45.74,21.36
931,AI Gadgets,FutureX,419.35,217.1,202.25
932,AI Gadgets,VoltPro,393.21,204.67,188.54
933,Smart Wearables,VoltPro,249.29,161.38,87.91
934,Electric Accessories,FutureX,432.59,262.44,170.15
935,AI Gadgets,VoltPro,92.78,65.15,27.63
936,Electric Accessories,VoltPro,302.5,199.67,102.83
937,Electric Accessories,FutureX,341.77,229.31,112.46
938,Smart Wearables,NextTech,146.27,91.47,54.8
939,AI Gadgets,NextTech,144.42,114.75,29.67
940,Smart Wearables,NextTech,240.29,168.41,71.88
941,AI Gadgets,FutureX,486.53,306.28,180.25
942,Smart Wearables,NextTech,359.82,269.6,90.22
943,Smart Wearables,VoltPro,104.04,52.2,51.84
944,Electric Accessories,NextTech,201.8,139.23,62.57
945,Electric Accessories,NextTech,305.57,167.94,137.63
946,AI Gadgets,VoltPro,420.79,321.33,99.46
947,Smart Wearables,FutureX,290.99,165.61,125.38
948,Electric Accessories,NextTech,171.54,105.96,65.58
949,AI Gadgets,VoltPro,169.29,113.62,55.67
950,Smart Wearables,FutureX,169.35,91.25,78.1
951,Electric Accessories,FutureX,401.78,202.75,199.03
952,Electric Accessories,FutureX,160.16,90.54,69.62
953,Electric Accessories,NextTech,243.87,126.14,117.73
954,Electric Accessories,NextTech,411.98,231.58,180.4
955,AI Gadgets,VoltPro,134.06,93.37,40.69
956,AI Gadgets,VoltPro,402.33,209.78,192.55
957,Electric Accessories,NextTech,50.54,34.61,15.93
958,Electric Accessories,FutureX,349.46,239.39,110.07
959,Smart Wearables,FutureX,180.23,125.93,54.3
960,Electric Accessories,FutureX,454.95,266.39,188.56
961,Electric Accessories,FutureX,293.74,181.05,112.69
962,AI Gadgets,VoltPro,270.34,166.87,103.47
963,Smart Wearables,NextTech,261.84,161.43,100.41
964,Smart Wearables,NextTech,86.77,46.91,39.86
965,AI Gadgets,FutureX,319.68,167.4,152.28
966,AI Gadgets,NextTech,121.27,62.53,58.74
967,AI Gadgets,NextTech,180.79,103.06,77.73
968,Electric Accessories,FutureX,267.74,151.41,116.33
969,Smart Wearables,VoltPro,107.62,68.03,39.59
970,Electric Accessories,FutureX,374.97,256.68,118.29
971,Smart Wearables,VoltPro,131.44,97.16,34.28
972,Electric Accessories,VoltPro,426.78,291.88,134.9
973,Electric Accessories,FutureX,358.22,282.68,75.54
974,Electric Accessories,NextTech,415.34,311.02,104.32
975,Electric Accessories,NextTech,238.94,163.43,75.51
976,Smart Wearables,NextTech,379.68,259.79,119.89
977,Smart Wearables,NextTech,284.49,225.62,58.87
978,Smart Wearables,VoltPro,394.28,215.89,178.39
979,AI Gadgets,NextTech,95.52,70.46,25.06
980,Smart Wearables,VoltPro,320.21,169.75,150.46
981,Smart Wearables,NextTech,487.03,358.4,128.63
982,AI Gadgets,FutureX,181.16,96.95,84.21
983,AI Gadgets,VoltPro,313.22,219.12,94.1
984,Smart Wearables,VoltPro,439.97,324.88,115.09
985,Smart Wearables,NextTech,490.31,300.32,189.99
986,Smart Wearables,FutureX,405.87,273.8,132.07
987,Smart Wearables,FutureX,75.18,49.01,26.17
988,AI Gadgets,FutureX,290.17,174.55,115.62
989,Electric Accessories,NextTech,169.4,100.46,68.94
990,Smart Wearables,VoltPro,290.18,184.48,105.7
991,Electric Accessories,FutureX,276.47,215.06,61.41
992,AI Gadgets,FutureX,84.5,51.26,33.24
993,Smart Wearables,FutureX,361.81,275.08,86.73
994,Electric Accessories,NextTech,380.83,215.07,165.76
995,Electric Accessories,NextTech,440.09,345.91,94.18
996,Electric Accessories,NextTech,249.86,172.49,77.37
997,Smart Wearables,FutureX,283.24,220.44,62.8
998,AI Gadgets,VoltPro,488.27,297.11,191.16
999,Smart Wearables,VoltPro,172.33,136.79,35.54
1000,AI Gadgets,NextTech,136.66,82.93,53.73
1001,AI Gadgets,NextTech,420.89,307.19,113.7
1002,AI Gadgets,VoltPro,284.93,170.75,114.18
1003,Electric Accessories,FutureX,440.05,272.07,167.98
1004,Smart Wearables,NextTech,478.87,279.92,198.95
1005,Electric Accessories,NextTech,50.84,30.77,20.07
1006,AI Gadgets,VoltPro,361.76,238.63,123.13
1007,AI Gadgets,FutureX,307.74,234.0,73.74
1008,AI Gadgets,VoltPro,432.49,345.47,87.02
1009,Smart Wearables,FutureX,148.89,103.48,45.41
1010,Smart Wearables,FutureX,491.86,361.6,130.26
1011,Electric Accessories,VoltPro,376.91,211.91,165.0
1012,Smart Wearables,FutureX,182.07,102.59,79.48
1013,AI Gadgets,NextTech,59.65,43.04,16.61
1014,Electric Accessories,VoltPro,128.5,77.85,50.65
1015,AI Gadgets,FutureX,420.71,290.9,129.81
1016,Electric Accessories,FutureX,469.36,306.88,162.48
1017,AI Gadgets,VoltPro,353.19,274.89,78.3
1018,Smart Wearables,VoltPro,384.74,291.21,93.53
1019,Electric Accessories,FutureX,182.88,102.29,80.59
