external_id,date,inflation_rate,competitor_price,weather_condition
628,2024-09-19,2.64,425.64,Sunny
629,2024-09-20,2.03,215.43,Snowy
630,2024-09-21,5.96,449.03,Sunny
631,2024-09-22,7.16,181.02,Snowy
632,2024-09-23,5.63,308.87,Cloudy
633,2024-09-24,4.01,586.57,Snowy
634,2024-09-25,6.71,92.25,Sunny
635,2024-09-26,6.59,596.17,Sunny
636,2024-09-27,7.15,317.19,Snowy
637,2024-09-28,7.65,312.37,Snowy
638,2024-09-29,7.23,94.91,Rainy
639,2024-09-30,2.8,170.7,Rainy
640,2024-10-01,5.65,341.36,Rainy
641,2024-10-02,7.85,226.62,Cloudy
642,2024-10-03,3.65,492.04,Sunny
643,2024-10-04,4.1,293.22,Sunny
644,2024-10-05,6.7,190.27,Snowy
645,2024-10-06,5.84,271.8,Cloudy
646,2024-10-07,3.67,542.02,Rainy
647,2024-10-08,6.82,597.54,Rainy
648,2024-10-09,6.33,419.18,Sunny
649,2024-10-10,4.81,565.6,Sunny
650,2024-10-11,5.99,426.88,Cloudy
651,2024-10-12,7.54,296.1,Rainy
652,2024-10-13,5.81,549.35,Rainy
653,2024-10-14,7.16,373.11,Snowy
654,2024-10-15,4.43,420.55,Rainy
655,2024-10-16,3.21,573.48,Sunny
656,2024-10-17,2.95,215.1,Rainy
657,2024-10-18,6.44,343.99,Snowy
658,2024-10-19,5.78,84.53,Rainy
659,2024-10-20,2.61,512.93,Snowy
660,2024-10-21,3.33,59.49,Rainy
661,2024-10-22,4.98,211.36,Snowy
662,2024-10-23,5.22,153.98,Snowy
663,2024-10-24,5.0,372.61,Rainy
664,2024-10-25,2.52,164.85,Cloudy
665,2024-10-26,7.18,417.47,Sunny
666,2024-10-27,4.97,215.42,Snowy
667,2024-10-28,5.06,587.36,Rainy
668,2024-10-29,5.1,322.65,Rainy
669,2024-10-30,6.44,273.88,Snowy
670,2024-10-31,3.02,182.64,Rainy
671,2024-11-01,4.83,317.66,Snowy
672,2024-11-02,5.0,310.82,Sunny
673,2024-11-03,3.22,265.09,Snowy
674,2024-11-04,3.81,582.09,Cloudy
675,2024-11-05,2.25,321.72,Sunny
676,2024-11-06,5.94,285.86,Rainy
677,2024-11-07,6.7,501.54,Sunny
678,2024-11-08,7.55,103.0,Rainy
679,2024-11-09,3.05,515.32,Snowy
680,2024-11-10,6.53,379.76,Rainy
681,2024-11-11,7.85,378.17,Rainy
682,2024-11-12,2.74,588.83,Cloudy
683,2024-11-13,2.69,216.06,Cloudy
684,2024-11-14,5.39,229.95,Snowy
685,2024-11-15,5.19,144.6,Cloudy
686,2024-11-16,5.86,226.38,Cloudy
687,2024-11-17,6.08,352.89,Rainy
688,2024-11-18,7.11,353.14,Sunny
689,2024-11-19,6.88,61.77,Cloudy
690,2024-11-20,4.55,235.01,Sunny
691,2024-11-21,4.55,273.55,Sunny
692,2024-11-22,7.7,521.11,Snowy
693,2024-11-23,3.6,328.14,Snowy
694,2024-11-24,3.98,462.77,Sunny
695,2024-11-25,6.89,331.01,Sunny
696,2024-11-26,6.3,568.25,Sunny
697,2024-11-27,7.28,578.11,Sunny
698,2024-11-28,5.31,410.15,Snowy
699,2024-11-29,7.0,479.32,Sunny
700,2024-11-30,7.45,397.24,Cloudy
701,2024-12-01,3.64,151.93,Rainy
702,2024-12-02,7.95,167.06,Snowy
703,2024-12-03,4.66,375.6,Snowy
704,2024-12-04,4.41,53.14,Cloudy
705,2024-12-05,5.12,291.09,Sunny
706,2024-12-06,2.76,272.11,Snowy
707,2024-12-07,3.49,210.33,Snowy
708,2024-12-08,6.86,65.06,Sunny
709,2024-12-09,3.67,598.14,Cloudy
710,2024-12-10,3.33,326.73,Cloudy
711,2024-12-11,4.04,75.89,Rainy
712,2024-12-12,5.33,95.96,Sunny
713,2024-12-13,3.07,546.58,Sunny
714,2024-12-14,4.06,428.57,Sunny
715,2024-12-15,6.73,507.87,Rainy
716,2024-12-16,6.85,177.37,Cloudy
717,2024-12-17,5.47,250.53,Sunny
718,2024-12-18,5.8,200.36,Snowy
719,2024-12-19,5.05,128.13,Rainy
720,2024-12-20,3.28,385.01,Rainy
721,2024-12-21,3.78,205.95,Rainy
722,2024-12-22,5.61,355.07,Cloudy
723,2024-12-23,4.05,422.87,Cloudy
724,2024-12-24,6.35,107.76,Rainy
725,2024-12-25,2.03,144.34,Rainy
726,2024-12-26,4.79,384.74,Sunny
727,2024-12-27,5.85,194.61,Sunny
728,2024-12-28,7.93,571.48,Rainy
729,2024-12-29,2.96,64.69,Rainy
730,2024-12-30,6.96,99.88,Snowy
731,2024-12-31,4.94,214.37,Rainy
732,2025-01-01,3.65,346.66,Snowy
733,2025-01-02,3.58,250.28,Cloudy
734,2025-01-03,6.97,52.66,Sunny
735,2025-01-04,3.14,287.61,Snowy
736,2025-01-05,7.06,425.49,Sunny
737,2025-01-06,6.69,337.22,Snowy
738,2025-01-07,7.5,561.17,Rainy
739,2025-01-08,5.48,570.91,Cloudy
740,2025-01-09,4.48,183.61,Cloudy
741,2025-01-10,6.68,160.4,Rainy
742,2025-01-11,3.55,166.8,Cloudy
743,2025-01-12,4.02,350.63,Sunny
744,2025-01-13,2.11,214.6,Rainy
745,2025-01-14,5.88,231.24,Cloudy
746,2025-01-15,5.94,450.09,Sunny
747,2025-01-16,4.39,384.62,Rainy
748,2025-01-17,5.1,48.38,Cloudy
749,2025-01-18,4.58,210.7,Rainy
750,2025-01-19,5.58,297.82,Snowy
751,2025-01-20,2.07,179.54,Rainy
752,2025-01-21,3.76,437.74,Sunny
753,2025-01-22,2.47,353.9,Snowy
754,2025-01-23,2.21,201.35,Cloudy
755,2025-01-24,5.39,244.65,Snowy
756,2025-01-25,6.31,448.58,Snowy
757,2025-01-26,7.46,393.09,Snowy
758,2025-01-27,2.18,283.0,Cloudy
759,2025-01-28,3.36,41.75,Cloudy
760,2025-01-29,2.47,91.16,Cloudy
761,2025-01-30,6.54,413.47,Sunny
762,2025-01-31,3.82,228.6,Rainy
763,2025-02-01,4.63,573.77,Rainy
764,2025-02-02,2.75,520.29,Rainy
765,2025-02-03,6.58,465.31,Sunny
766,2025-02-04,5.62,459.57,Snowy
767,2025-02-05,7.36,203.25,Snowy
768,2025-02-06,6.54,591.72,Sunny
769,2025-02-07,5.5,168.78,Sunny
770,2025-02-08,4.02,112.24,Cloudy
771,2025-02-09,4.5,464.09,Sunny
772,2025-02-10,5.19,379.84,Sunny
773,2025-02-11,4.95,92.78,Rainy
774,2025-02-12,7.17,121.48,Rainy
775,2025-02-13,2.19,302.81,Rainy
776,2025-02-14,4.86,316.97,Cloudy
777,2025-02-15,6.05,266.58,Sunny
778,2025-02-16,5.76,447.45,Rainy
779,2025-02-17,5.12,420.79,Snowy
780,2025-02-18,2.96,154.9,Rainy
781,2025-02-19,6.07,446.05,Cloudy
782,2025-02-20,5.53,402.69,Rainy
783,2025-02-21,2.78,460.03,Snowy
784,2025-02-22,7.24,87.04,Sunny
785,2025-02-23,5.51,67.2,Sunny
786,2025-02-24,2.59,386.69,Rainy
787,2025-02-25,6.84,196.39,Rainy
788,2025-02-26,7.72,69.99,Sunny
789,2025-02-27,3.4,315.16,Sunny
790,2025-02-28,3.72,265.37,Sunny
791,2025-03-01,2.64,499.82,Cloudy
792,2025-03-02,4.3,225.01,Sunny
793,2025-03-03,5.08,495.85,Cloudy
794,2025-03-04,7.32,343.34,Sunny
795,2025-03-05,5.87,261.43,Rainy
796,2025-03-06,6.95,430.77,Rainy
797,2025-03-07,4.26,206.11,Rainy
798,2025-03-08,6.16,465.35,Snowy
799,2025-03-09,3.96,202.25,Snowy
800,2025-03-10,7.65,140.31,Sunny
801,2025-03-11,6.41,458.73,Rainy
802,2025-03-12,5.6,438.12,Snowy
803,2025-03-13,2.73,351.39,Snowy
804,2025-03-14,7.95,90.18,Sunny
805,2025-03-15,5.67,453.25,Rainy
806,2025-03-16,2.76,403.73,Cloudy
807,2025-03-17,5.78,513.43,Cloudy
808,2025-03-18,7.37,45.52,Cloudy
809,2025-03-19,4.01,142.97,Snowy
810,2025-03-20,6.49,526.5,Cloudy
811,2025-03-21,5.69,545.55,Sunny
812,2025-03-22,7.09,428.43,Snowy
813,2025-03-23,7.96,420.46,Sunny
814,2025-03-24,7.0,440.29,Snowy
815,2025-03-25,6.63,530.02,Cloudy
816,2025-03-26,3.36,514.16,Cloudy
817,2025-03-27,2.99,589.94,Snowy
818,2025-03-28,7.39,175.84,Sunny
819,2025-03-29,4.73,139.14,Rainy
820,2025-03-30,3.17,132.62,Sunny
821,2025-03-31,3.1,460.29,Rainy
822,2025-04-01,7.69,165.9,Rainy
823,2025-04-02,5.01,553.51,Cloudy
824,2025-04-03,6.24,416.13,Sunny
825,2025-04-04,3.75,248.54,Snowy
826,2025-04-05,3.21,280.66,Snowy
827,2025-04-06,4.18,183.04,Sunny
828,2025-04-07,5.3,94.41,Rainy
829,2025-04-08,2.81,495.88,Rainy
830,2025-04-09,4.21,76.87,Rainy
831,2025-04-10,4.43,157.92,Snowy
832,2025-04-11,5.19,209.54,Snowy
833,2025-04-12,7.05,168.8,Cloudy
834,2025-04-13,6.07,45.64,Snowy
835,2025-04-14,3.15,546.48,Snowy
836,2025-04-15,4.11,547.29,Sunny
837,2025-04-16,4.27,137.19,Rainy
838,2025-04-17,3.9,434.4,Cloudy
839,2025-04-18,5.69,515.56,Rainy
840,2025-04-19,3.33,345.08,Rainy
841,2025-04-20,7.59,262.81,Rainy
842,2025-04-21,3.64,41.37,Cloudy
843,2025-04-22,4.21,439.3,Snowy
844,2025-04-23,4.7,276.48,Snowy
845,2025-04-24,5.19,268.6,Snowy
846,2025-04-25,5.36,292.22,Rainy
847,2025-04-26,7.25,469.31,Sunny
848,2025-04-27,7.72,277.12,Snowy
849,2025-04-28,7.01,263.52,Cloudy
850,2025-04-29,5.96,244.14,Rainy
851,2025-04-30,4.49,505.94,Sunny
852,2025-05-01,4.1,364.99,Rainy
853,2025-05-02,5.85,57.24,Snowy
854,2025-05-03,7.01,236.92,Rainy
855,2025-05-04,7.41,552.66,Cloudy
856,2025-05-05,2.34,69.4,Snowy
857,2025-05-06,4.64,485.75,Sunny
858,2025-05-07,5.01,369.45,Snowy
859,2025-05-08,3.97,573.37,Cloudy
860,2025-05-09,3.25,221.36,Cloudy
861,2025-05-10,6.57,186.99,Rainy
862,2025-05-11,3.91,350.15,Sunny
863,2025-05-12,2.31,574.38,Snowy
864,2025-05-13,5.99,113.16,Snowy
865,2025-05-14,7.32,448.67,Cloudy
866,2025-05-15,6.8,316.35,Snowy
867,2025-05-16,7.53,460.64,Snowy
868,2025-05-17,3.31,363.55,Snowy
869,2025-05-18,6.35,235.87,Rainy
870,2025-05-19,3.52,467.63,Cloudy
871,2025-05-20,4.39,106.99,Rainy
872,2025-05-21,6.58,183.82,Sunny
873,2025-05-22,6.9,324.36,Cloudy
874,2025-05-23,6.23,273.79,Sunny
875,2025-05-24,7.22,173.11,Rainy
876,2025-05-25,2.93,500.76,Cloudy
877,2025-05-26,6.05,179.82,Cloudy
878,2025-05-27,4.39,191.61,Snowy
879,2025-05-28,5.59,518.7,Cloudy
880,2025-05-29,2.42,359.42,Cloudy
881,2025-05-30,4.71,97.1,Rainy
882,2025-05-31,6.87,420.31,Sunny
883,2025-06-01,5.56,145.36,Rainy
884,2025-06-02,4.97,320.91,Cloudy
885,2025-06-03,6.55,188.85,Cloudy
886,2025-06-04,4.11,133.58,Sunny
887,2025-06-05,3.76,498.71,Sunny
888,2025-06-06,7.46,440.78,Cloudy
889,2025-06-07,2.15,254.4,Snowy
890,2025-06-08,7.7,599.3,Cloudy
891,2025-06-09,4.38,272.99,Sunny
892,2025-06-10,4.78,72.93,Snowy
893,2025-06-11,7.82,348.93,Rainy
894,2025-06-12,2.1,340.66,Cloudy
895,2025-06-13,7.84,148.29,Snowy
896,2025-06-14,5.74,400.86,Snowy
897,2025-06-15,6.42,160.74,Snowy
898,2025-06-16,4.59,395.07,Rainy
899,2025-06-17,6.23,438.83,Cloudy
900,2025-06-18,4.82,528.34,Sunny
901,2025-06-19,6.29,433.29,Cloudy
902,2025-06-20,3.86,556.39,Snowy
903,2025-06-21,7.52,338.59,Snowy
904,2025-06-22,4.17,390.59,Sunny
905,2025-06-23,6.75,464.55,Rainy
906,2025-06-24,6.3,294.47,Snowy
907,2025-06-25,2.67,176.55,Rainy
908,2025-06-26,5.36,498.01,Snowy
909,2025-06-27,6.33,534.98,Rainy
910,2025-06-28,2.61,452.9,Snowy
911,2025-06-29,4.5,92.32,Snowy
912,2025-06-30,6.1,51.05,Cloudy
913,2025-07-01,6.76,346.05,Rainy
914,2025-07-02,4.69,553.53,Cloudy
915,2025-07-03,2.2,423.49,Rainy
916,2025-07-04,2.48,175.7,Cloudy
917,2025-07-05,3.59,549.57,Snowy
918,2025-07-06,4.69,213.19,Sunny
919,2025-07-07,2.14,381.83,Rainy
920,2025-07-08,5.06,494.06,Rainy
921,2025-07-09,5.82,584.59,Cloudy
922,2025-07-10,5.49,390.33,Cloudy
923,2025-07-11,3.12,139.24,Cloudy
924,2025-07-12,7.1,285.06,Sunny
925,2025-07-13,3.8,501.13,Cloudy
926,2025-07-14,3.39,532.1,Snowy
927,2025-07-15,2.78,180.93,Cloudy
928,2025-07-16,4.42,570.04,Cloudy
929,2025-07-17,5.99,421.44,Sunny
930,2025-07-18,7.54,397.92,Snowy
931,2025-07-19,6.76,113.05,Sunny
932,2025-07-20,7.9,395.61,Sunny
933,2025-07-21,4.8,183.92,Sunny
934,2025-07-22,2.23,564.14,Snowy
935,2025-07-23,5.57,216.15,Cloudy
936,2025-07-24,3.01,483.13,Cloudy
937,2025-07-25,4.93,594.33,Snowy
938,2025-07-26,5.75,537.97,Cloudy
939,2025-07-27,7.33,223.65,Cloudy
940,2025-07-28,3.13,44.65,Snowy
941,2025-07-29,2.55,139.81,Cloudy
942,2025-07-30,2.4,404.17,Cloudy
943,2025-07-31,4.78,473.9,Cloudy
944,2025-08-01,7.1,572.82,Cloudy
945,2025-08-02,4.71,48.83,Rainy
946,2025-08-03,5.6,127.51,Cloudy
947,2025-08-04,2.74,356.57,Cloudy
948,2025-08-05,7.61,412.78,Snowy
949,2025-08-06,7.88,210.18,Cloudy
950,2025-08-07,3.85,531.04,Rainy
951,2025-08-08,6.67,205.72,Cloudy
952,2025-08-09,5.28,264.53,Rainy
953,2025-08-10,3.36,484.03,Cloudy
954,2025-08-11,6.84,49.26,Rainy
955,2025-08-12,4.16,593.75,Sunny
956,2025-08-13,5.55,47.09,Snowy
957,2025-08-14,2.3,537.97,Rainy
958,2025-08-15,4.92,115.3,Cloudy
959,2025-08-16,6.71,413.45,Sunny
960,2025-08-17,4.07,59.55,Snowy
961,2025-08-18,6.0,170.87,Sunny
962,2025-08-19,3.66,306.5,Sunny
963,2025-08-20,7.46,403.58,Snowy
964,2025-08-21,2.24,308.25,Rainy
965,2025-08-22,7.86,192.78,Cloudy
966,2025-08-23,3.71,294.83,Snowy
967,2025-08-24,7.17,129.21,Snowy
968,2025-08-25,3.0,164.76,Sunny
969,2025-08-26,5.09,495.83,Rainy
970,2025-08-27,2.85,531.14,Rainy
971,2025-08-28,5.15,86.69,Rainy
972,2025-08-29,4.35,353.38,Sunny
973,2025-08-30,2.12,102.0,Sunny
974,2025-08-31,2.9,387.51,Cloudy
975,2025-09-01,3.16,151.11,Cloudy
976,2025-09-02,4.58,427.0,Rainy
977,2025-09-03,4.84,456.76,Snowy
978,2025-09-04,2.33,41.42,Sunny
979,2025-09-05,2.89,484.18,Sunny
980,2025-09-06,3.44,539.45,Rainy
981,2025-09-07,4.03,356.75,Sunny
982,2025-09-08,4.04,140.08,Sunny
983,2025-09-09,3.78,320.88,Sunny
984,2025-09-10,5.11,133.73,Snowy
985,2025-09-11,3.7,543.68,Snowy
986,2025-09-12,4.33,383.32,Sunny
987,2025-09-13,4.71,497.79,Snowy
988,2025-09-14,2.11,463.18,Rainy
989,2025-09-15,6.36,359.04,Snowy
990,2025-09-16,5.75,173.07,Sunny
991,2025-09-17,4.66,516.35,Cloudy
992,2025-09-18,4.3,566.53,Snowy
993,2025-09-19,5.71,597.03,Sunny
994,2025-09-20,7.86,365.99,Sunny
995,2025-09-21,6.04,340.91,Snowy
996,2025-09-22,5.36,589.54,Cloudy
997,2025-09-23,3.73,148.82,Sunny
998,2025-09-24,7.67,96.31,Cloudy
999,2025-09-25,6.17,264.74,Rainy
1000,2025-09-26,4.11,280.04,Cloudy
1001,2025-09-27,4.62,365.8,Cloudy
1002,2025-09-28,4.17,135.62,Cloudy
1003,2025-09-29,7.31,77.23,Sunny
1004,2025-09-30,3.58,65.33,Sunny
1005,2025-10-01,3.13,354.51,Sunny
1006,2025-10-02,3.12,236.72,Sunny
1007,2025-10-03,5.41,352.86,Snowy
1008,2025-10-04,3.39,343.45,Cloudy
1009,2025-10-05,4.16,279.07,Cloudy
1010,2025-10-06,5.62,121.58,Snowy
1011,2025-10-07,4.65,229.64,Cloudy
1012,2025-10-08,5.49,576.87,Sunny
1013,2025-10-09,2.86,544.82,Cloudy
1014,2025-10-10,4.67,569.16,Snowy
1015,2025-10-11,5.25,559.27,Cloudy
1016,2025-10-12,6.1,197.06,Cloudy
1017,2025-10-13,7.18,273.34,Snowy
1018,2025-10-14,6.94,350.79,Rainy
1019,2025-10-15,7.24,206.51,Sunny
1020,2025-10-16,5.53,340.84,Rainy
1021,2025-10-17,4.59,289.74,Cloudy
1022,2025-10-18,3.06,347.28,Sunny
1023,2025-10-19,4.13,572.83,Sunny
1024,2025-10-20,7.6,163.27,Rainy
1025,2025-10-21,4.35,577.56,Cloudy
1026,2025-10-22,5.76,497.98,Rainy
1027,2025-10-23,5.57,55.4,Rainy
1028,2025-10-24,5.58,180.3,Snowy
1029,2025-10-25,2.67,160.55,Cloudy
1030,2025-10-26,7.57,92.9,Cloudy
1031,2025-10-27,3.17,130.5,Sunny
1032,2025-10-28,7.14,352.63,Sunny
1033,2025-10-29,3.83,302.65,Cloudy
1034,2025-10-30,2.67,434.33,Rainy
1035,2025-10-31,6.88,574.18,Cloudy
1036,2025-11-01,2.6,597.3,Sunny
1037,2025-11-02,2.31,565.97,Snowy
1038,2025-11-03,3.79,457.87,Cloudy
1039,2025-11-04,4.72,268.44,Rainy
1040,2025-11-05,5.46,434.81,Snowy
1041,2025-11-06,7.81,120.73,Cloudy
1042,2025-11-07,2.09,157.92,Sunny
1043,2025-11-08,7.65,515.73,Sunny
1044,2025-11-09,4.18,597.06,Cloudy
1045,2025-11-10,3.6,538.58,Rainy
1046,2025-11-11,6.72,216.02,Cloudy
1047,2025-11-12,7.55,352.74,Cloudy
1048,2025-11-13,6.08,565.49,Cloudy
1049,2025-11-14,3.97,499.39,Cloudy
1050,2025-11-15,6.55,146.8,Rainy
1051,2025-11-16,3.53,206.33,Snowy
1052,2025-11-17,7.26,517.2,Sunny
1053,2025-11-18,4.59,335.63,Snowy
1054,2025-11-19,4.33,397.54,Cloudy
1055,2025-11-20,4.37,389.75,Sunny
1056,2025-11-21,6.19,295.49,Rainy
1057,2025-11-22,3.83,535.49,Cloudy
1058,2025-11-23,5.17,168.24,Sunny
1059,2025-11-24,2.08,154.59,Sunny
1060,2025-11-25,2.74,182.73,Snowy
1061,2025-11-26,6.83,452.44,Sunny
1062,2025-11-27,2.37,456.99,Sunny
1063,2025-11-28,3.67,92.36,Sunny
1064,2025-11-29,2.7,440.51,Rainy
1065,2025-11-30,7.78,561.2,Snowy
1066,2025-12-01,6.57,95.77,Sunny
1067,2025-12-02,3.14,242.3,Cloudy
1068,2025-12-03,2.45,51.71,Sunny
1069,2025-12-04,6.92,194.52,Snowy
1070,2025-12-05,2.47,146.83,Cloudy
1071,2025-12-06,4.03,83.61,Snowy
1072,2025-12-07,4.79,407.77,Sunny
1073,2025-12-08,5.27,140.71,Rainy
1074,2025-12-09,7.83,160.27,Snowy
1075,2025-12-10,4.44,247.16,Sunny
1076,2025-12-11,5.62,144.67,Cloudy
1077,2025-12-12,2.68,407.86,Rainy
1078,2025-12-13,2.92,536.59,Rainy
1079,2025-12-14,4.46,134.93,Snowy
1080,2025-12-15,4.84,213.99,Cloudy
1081,2025-12-16,4.08,354.66,Cloudy
1082,2025-12-17,2.42,126.03,Snowy
1083,2025-12-18,6.21,61.73,Rainy
1084,2025-12-19,6.21,592.38,Snowy
1085,2025-12-20,4.1,466.86,Snowy
1086,2025-12-21,2.59,62.54,Rainy
1087,2025-12-22,4.59,503.86,Rainy
1088,2025-12-23,4.15,148.04,Rainy
1089,2025-12-24,7.16,475.57,Snowy
1090,2025-12-25,6.64,64.04,Snowy
1091,2025-12-26,5.92,285.3,Snowy
1092,2025-12-27,7.32,270.07,Sunny
1093,2025-12-28,7.92,65.15,Snowy
1094,2025-12-29,7.9,224.15,Sunny
1095,2025-12-30,7.25,435.66,Cloudy
1096,2025-12-31,5.31,155.74,Sunny
1097,2026-01-01,5.16,558.96,Snowy
1098,2026-01-02,2.73,84.09,Rainy
1099,2026-01-03,7.71,341.47,Rainy
1100,2026-01-04,4.73,234.58,Snowy
1101,2026-01-05,7.91,501.89,Cloudy
1102,2026-01-06,2.69,454.57,Snowy
1103,2026-01-07,5.26,328.43,Snowy
1104,2026-01-08,2.44,266.93,Rainy
1105,2026-01-09,5.83,460.93,Sunny
1106,2026-01-10,5.78,563.13,Snowy
1107,2026-01-11,4.25,302.7,Rainy
1108,2026-01-12,2.91,382.46,Cloudy
1109,2026-01-13,5.93,212.34,Sunny
1110,2026-01-14,7.09,464.84,Cloudy
1111,2026-01-15,4.6,120.28,Cloudy
1112,2026-01-16,7.9,141.23,Snowy
1113,2026-01-17,3.81,521.87,Snowy
1114,2026-01-18,7.03,163.0,Sunny
1115,2026-01-19,4.0,194.94,Snowy
1116,2026-01-20,6.2,397.69,Sunny
1117,2026-01-21,4.08,543.49,Cloudy
1118,2026-01-22,2.82,341.55,Sunny
1119,2026-01-23,6.68,105.43,Cloudy
1120,2026-01-24,4.23,504.46,Cloudy
1121,2026-01-25,5.44,551.96,Snowy
1122,2026-01-26,7.93,285.51,Rainy
1123,2026-01-27,7.58,562.16,Cloudy
1124,2026-01-28,4.58,228.95,Sunny
1125,2026-01-29,6.57,318.68,Rainy
1126,2026-01-30,3.35,340.88,Snowy
1127,2026-01-31,2.8,255.91,Rainy
1128,2026-02-01,7.02,202.36,Rainy
1129,2026-02-02,3.44,370.45,Cloudy
1130,2026-02-03,4.89,311.53,Cloudy
1131,2026-02-04,7.32,412.71,Rainy
1132,2026-02-05,6.22,238.78,Cloudy
1133,2026-02-06,7.54,455.0,Sunny
1134,2026-02-07,2.09,450.22,Sunny
1135,2026-02-08,4.81,92.0,Snowy
1136,2026-02-09,3.14,404.99,Sunny
1137,2026-02-10,6.02,221.28,Sunny
1138,2026-02-11,3.5,339.94,Cloudy
1139,2026-02-12,2.83,599.03,Cloudy
1140,2026-02-13,4.0,114.3,Rainy
1141,2026-02-14,5.62,599.89,Snowy
1142,2026-02-15,4.06,594.66,Snowy
1143,2026-02-16,7.98,356.99,Snowy
1144,2026-02-17,3.54,415.81,Sunny
1145,2026-02-18,3.63,505.95,Snowy
1146,2026-02-19,6.06,447.54,Cloudy
1147,2026-02-20,5.5,120.25,Snowy
1148,2026-02-21,4.71,524.76,Cloudy
1149,2026-02-22,7.6,166.28,Rainy
1150,2026-02-23,7.2,305.48,Cloudy
1151,2026-02-24,7.62,575.17,Sunny
1152,2026-02-25,4.51,366.48,Rainy
1153,2026-02-26,4.45,102.52,Cloudy
1154,2026-02-27,7.47,56.24,Snowy
1155,2026-02-28,6.26,466.54,Rainy
1156,2026-03-01,4.59,582.02,Cloudy
1157,2026-03-02,2.65,459.6,Cloudy
1158,2026-03-03,5.13,195.22,Rainy
1159,2026-03-04,6.91,551.2,Rainy
1160,2026-03-05,3.07,346.0,Rainy
1161,2026-03-06,7.96,577.15,Rainy
1162,2026-03-07,2.62,296.38,Cloudy
1163,2026-03-08,7.72,242.98,Snowy
1164,2026-03-09,5.85,414.61,Sunny
1165,2026-03-10,7.5,170.63,Cloudy
1166,2026-03-11,2.52,453.73,Sunny
1167,2026-03-12,5.75,259.6,Sunny
1168,2026-03-13,4.02,343.83,Sunny
1169,2026-03-14,5.32,400.8,Snowy
1170,2026-03-15,3.61,303.0,Cloudy
1171,2026-03-16,7.51,253.55,Rainy
1172,2026-03-17,6.96,188.23,Sunny
1173,2026-03-18,3.31,428.28,Cloudy
1174,2026-03-19,2.9,502.55,Sunny
1175,2026-03-20,5.92,170.0,Cloudy
1176,2026-03-21,6.52,124.83,Sunny
1177,2026-03-22,7.47,297.93,Snowy
1178,2026-03-23,7.17,128.28,Rainy
1179,2026-03-24,3.0,540.83,Cloudy
1180,2026-03-25,7.83,245.07,Snowy
1181,2026-03-26,4.93,90.0,Snowy
1182,2026-03-27,3.14,349.52,Rainy
1183,2026-03-28,4.87,144.23,Rainy
1184,2026-03-29,7.95,497.17,Sunny
1185,2026-03-30,2.56,187.57,Sunny
1186,2026-03-31,4.23,568.91,Rainy
1187,2026-04-01,7.52,548.33,Snowy
1188,2026-04-02,6.41,80.6,Rainy
1189,2026-04-03,7.16,590.87,Sunny
1190,2026-04-04,3.75,112.53,Cloudy
1191,2026-04-05,5.32,355.6,Sunny
1192,2026-04-06,3.64,559.0,Snowy
1193,2026-04-07,4.44,54.59,Sunny
1194,2026-04-08,5.46,377.41,Snowy
1195,2026-04-09,4.26,208.61,Snowy
1196,2026-04-10,4.35,265.6,Sunny
1197,2026-04-11,6.57,481.83,Cloudy
1198,2026-04-12,5.63,108.23,Rainy
1199,2026-04-13,2.21,484.14,Snowy
1200,2026-04-14,2.43,556.39,Rainy
1201,2026-04-15,6.51,230.21,Rainy
1202,2026-04-16,4.74,502.48,Rainy
1203,2026-04-17,4.69,407.87,Rainy
1204,2026-04-18,5.86,58.59,Cloudy
1205,2026-04-19,5.29,199.69,Rainy
1206,2026-04-20,5.41,292.92,Cloudy
1207,2026-04-21,6.27,253.9,Sunny
1208,2026-04-22,5.36,184.5,Rainy
1209,2026-04-23,3.3,299.05,Sunny
1210,2026-04-24,2.95,546.33,Sunny
1211,2026-04-25,2.27,66.53,Rainy
1212,2026-04-26,3.34,58.64,Sunny
1213,2026-04-27,4.92,453.71,Sunny
1214,2026-04-28,3.17,113.15,Cloudy
1215,2026-04-29,2.64,386.73,Sunny
1216,2026-04-30,2.23,223.05,Rainy
1217,2026-05-01,3.69,157.77,Rainy
1218,2026-05-02,6.86,465.53,Snowy
1219,2026-05-03,3.43,367.16,Rainy
1220,2026-05-04,7.22,539.76,Snowy
1221,2026-05-05,2.64,393.45,Sunny
1222,2026-05-06,2.49,485.51,Sunny
1223,2026-05-07,2.64,266.07,Sunny
1224,2026-05-08,7.19,273.98,Snowy
1225,2026-05-09,3.56,429.45,Sunny
1226,2026-05-10,7.98,283.32,Snowy
1227,2026-05-11,5.43,580.22,Cloudy
1228,2026-05-12,7.35,593.28,Sunny
1229,2026-05-13,4.96,258.76,Cloudy
1230,2026-05-14,6.67,445.65,Snowy
1231,2026-05-15,2.08,547.42,Cloudy
1232,2026-05-16,4.71,102.49,Sunny
1233,2026-05-17,2.95,339.89,Rainy
1234,2026-05-18,3.19,343.54,Snowy
1235,2026-05-19,3.31,501.29,Cloudy
1236,2026-05-20,6.12,190.08,Snowy
1237,2026-05-21,5.79,468.2,Snowy
1238,2026-05-22,2.61,318.74,Snowy
1239,2026-05-23,4.06,573.72,Rainy
1240,2026-05-24,6.24,397.82,Sunny
1241,2026-05-25,4.03,270.59,Cloudy
1242,2026-05-26,7.54,375.61,Cloudy
1243,2026-05-27,7.3,348.96,Sunny
1244,2026-05-28,2.81,497.57,Sunny
