transaction_id,date,product_id,store_id,customer_segment,units_sold,total_sales_revenue,total_discount_given,net_sales,gross_profit,return_rate
772,2025-02-10,772,12,Enterprise,112,17040.8,2505.01,14535.789999999999,4883.63,0.03
773,2025-02-11,773,5,Premium,43,11607.85,947.97,10659.880000000001,3435.02,0.07
774,2025-02-12,774,19,Premium,56,7126.56,1027.2,6099.360000000001,2317.12,0.01
775,2025-02-13,775,18,Premium,96,40972.8,636.03,40336.770000000004,19659.33,0.06
776,2025-02-14,776,13,Budget,127,59192.16,8001.3,51190.86,14534.85,0.03
777,2025-02-15,777,4,Budget,36,9736.92,718.11,9018.81,2576.61,0.01
778,2025-02-16,778,14,Budget,109,27300.14,2234.24,25065.9,4259.98,0.05
779,2025-02-17,779,6,Premium,29,10315.01,316.19,9998.82,3385.37,0.01
780,2025-02-18,780,20,Budget,67,5935.53,226.76,5708.7699999999995,1920.59,0.04
781,2025-02-19,781,5,Budget,86,34817.1,4766.1,30051.0,10896.22,0.02
782,2025-02-20,782,13,Enterprise,52,25181.52,1919.27,23262.25,8704.33,0.04
783,2025-02-21,783,14,Premium,42,10637.76,649.9,9987.86,1577.36,0.06
784,2025-02-22,784,15,Enterprise,59,5584.35,87.5,5496.85,1299.0,0.06
785,2025-02-23,785,11,Budget,100,35669.0,4417.25,31251.75,6139.75,0.01
786,2025-02-24,786,1,Enterprise,89,28629.52,1788.27,26841.25,5652.13,0.05
787,2025-02-25,787,4,Enterprise,105,12039.3,1504.04,10535.259999999998,2628.76,0.08
788,2025-02-26,788,16,Budget,76,16384.84,2246.77,14138.07,5563.75,0.04
789,2025-02-27,789,19,Premium,63,23257.71,1057.16,22200.55,6858.79,0.05
790,2025-02-28,790,14,Premium,44,19474.84,1104.34,18370.5,4473.1,0.08
791,2025-03-01,791,15,Budget,54,20670.12,1619.15,19050.969999999998,2710.03,0.07
792,2025-03-02,792,3,Enterprise,56,13774.88,1621.52,12153.359999999999,4966.88,0.08
793,2025-03-03,793,20,Budget,26,6542.38,893.86,5648.52,1697.82,0.03
794,2025-03-04,794,17,Enterprise,68,27172.12,3670.47,23501.649999999998,3487.21,0.09
795,2025-03-05,795,3,Enterprise,88,29997.44,2077.79,27919.649999999998,8013.17,0.05
796,2025-03-06,796,7,Enterprise,50,20900.5,659.54,20240.96,6230.46,0.09
797,2025-03-07,797,13,Budget,53,4611.0,527.51,4083.49,1199.23,0.09
798,2025-03-08,798,4,Premium,39,17559.75,2407.52,15152.23,1107.94,0.04
799,2025-03-09,799,3,Premium,49,21258.16,3025.15,18233.01,1399.55,0.09
800,2025-03-10,800,13,Budget,20,3425.6,237.9,3187.7,1326.1,0.07
801,2025-03-11,801,8,Budget,68,6559.96,256.96,6303.0,2920.68,0.1
802,2025-03-12,802,13,Enterprise,81,13247.55,1682.8,11564.75,3293.03,0.08
803,2025-03-13,803,10,Enterprise,42,7841.82,952.64,6889.179999999999,1769.8,0.03
804,2025-03-14,804,6,Budget,89,17545.46,967.13,16578.329999999998,5476.47,0.06
805,2025-03-15,805,1,Premium,93,9946.35,695.23,9251.12,1811.12,0.02
806,2025-03-16,806,6,Enterprise,79,31227.12,3036.48,28190.64,4095.64,0.05
807,2025-03-17,807,15,Enterprise,51,4226.37,69.82,4156.55,1563.71,0.06
808,2025-03-18,808,5,Enterprise,73,13399.88,976.8,12423.08,4298.91,0.04
809,2025-03-19,809,9,Premium,59,20947.36,1622.63,19324.73,5852.67,0.01
810,2025-03-20,810,19,Premium,26,9257.56,949.66,8307.9,3521.56,0.09
811,2025-03-21,811,15,Enterprise,57,16612.65,2326.95,14285.7,2231.91,0.04
812,2025-03-22,812,7,Premium,83,40091.49,3144.07,36947.42,9040.33,0.07
813,2025-03-23,813,10,Budget,75,35208.75,2694.44,32514.31,7333.81,0.09
814,2025-03-24,814,8,Budget,30,14145.3,1125.14,13020.16,2438.26,0.08
815,2025-03-25,815,7,Premium,50,18930.5,452.2,18478.3,6102.8,0.01
816,2025-03-26,816,5,Enterprise,38,12402.06,149.84,12252.22,5351.04,0.04
817,2025-03-27,817,18,Enterprise,21,3965.85,577.03,3388.8199999999997,225.8,0.05
818,2025-03-28,818,5,Premium,53,4945.43,553.38,4392.05,1045.1,0.02
819,2025-03-29,819,16,Enterprise,101,21099.91,893.63,20206.28,3641.27,0.04
820,2025-03-30,820,5,Premium,42,14082.6,1344.49,12738.11,4158.35,0.03
821,2025-03-31,821,4,Premium,87,34775.64,2423.94,32351.7,12574.86,0.07
822,2025-04-01,822,20,Premium,71,14383.89,2110.93,12272.96,2017.72,0.02
823,2025-04-02,823,18,Premium,54,26991.36,291.84,26699.52,9189.48,0.1
824,2025-04-03,824,15,Premium,61,22450.44,954.53,21495.91,5404.72,0.04
825,2025-04-04,825,20,Premium,77,10647.56,630.02,10017.539999999999,2549.31,0.02
826,2025-04-05,826,13,Premium,45,17972.1,476.57,17495.53,5296.48,0.07
827,2025-04-06,827,16,Enterprise,32,8714.24,118.41,8595.83,4094.39,0.02
828,2025-04-07,828,6,Premium,42,11676.42,767.72,10908.7,1685.08,0.06
829,2025-04-08,829,14,Budget,66,7230.3,451.86,6778.4400000000005,1695.12,0.07
830,2025-04-09,830,15,Budget,71,22915.25,1854.08,21061.17,3076.16,0.06
831,2025-04-10,831,14,Enterprise,24,7919.52,1003.37,6916.150000000001,1566.07,0.06
832,2025-04-11,832,18,Premium,89,28198.76,3170.25,25028.51,4534.48,0.05
833,2025-04-12,833,5,Budget,56,15264.48,1840.61,13423.869999999999,5187.39,0.05
834,2025-04-13,834,20,Premium,65,3417.05,290.4,3126.65,750.25,0.1
835,2025-04-14,835,19,Enterprise,50,13323.0,1761.47,11561.53,3243.53,0.05
836,2025-04-15,836,7,Enterprise,52,7235.8,318.32,6917.4800000000005,3243.68,0.08
837,2025-04-16,837,14,Budget,42,20653.92,2609.52,18044.399999999998,5548.14,0.09
838,2025-04-17,838,14,Budget,35,16127.3,1090.49,15036.81,6525.51,0.09
839,2025-04-18,839,13,Enterprise,88,14410.88,575.53,13835.349999999999,3349.27,0.07
840,2025-04-19,840,2,Budget,29,7717.48,636.68,7080.799999999999,1206.85,0.06
841,2025-04-20,841,2,Budget,37,4190.62,438.36,3752.2599999999998,563.6,0.07
842,2025-04-21,842,16,Budget,74,35435.64,2638.03,32797.61,7608.75,0.01
843,2025-04-22,843,12,Enterprise,30,7112.1,991.29,6120.81,1010.91,0.07
844,2025-04-23,844,20,Budget,30,2043.9,240.05,1803.8500000000001,545.05,0.06
845,2025-04-24,845,2,Budget,90,14728.5,1244.98,13483.52,4474.52,0.04
846,2025-04-25,846,9,Premium,51,8834.73,495.95,8338.779999999999,3573.34,0.09
847,2025-04-26,847,18,Premium,36,12276.0,663.3,11612.7,1965.78,0.03
848,2025-04-27,848,20,Budget,75,15973.5,1577.72,14395.78,2890.78,0.09
849,2025-04-28,849,15,Premium,33,4210.8,481.93,3728.8700000000003,592.88,0.08
850,2025-04-29,850,9,Enterprise,94,23647.58,2694.38,20953.2,3090.38,0.03
851,2025-04-30,851,1,Premium,47,18976.25,1110.99,17865.26,7685.06,0.04
852,2025-05-01,852,18,Premium,74,14017.82,2022.47,11995.35,1020.41,0.05
853,2025-05-02,853,2,Budget,79,11965.34,1700.38,10264.96,4049.24,0.1
854,2025-05-03,854,12,Premium,34,12774.14,710.45,12063.689999999999,2206.75,0.08
855,2025-05-04,855,19,Premium,63,4932.27,386.34,4545.93,1158.42,0.08
856,2025-05-05,856,16,Budget,39,15580.11,2332.57,13247.54,4390.25,0.04
857,2025-05-06,857,17,Enterprise,87,21083.58,2912.16,18171.420000000002,1735.38,0.03
858,2025-05-07,858,17,Enterprise,83,26921.88,386.42,26535.460000000003,12181.44,0.01
859,2025-05-08,859,10,Budget,46,9407.46,569.66,8837.8,2247.84,0.09
860,2025-05-09,860,12,Enterprise,99,6057.81,89.45,5968.360000000001,2254.87,0.06
861,2025-05-10,861,5,Premium,32,10766.08,279.13,10486.95,2256.55,0.08
862,2025-05-11,862,1,Enterprise,46,7377.94,280.08,7097.86,1271.04,0.06
863,2025-05-12,863,3,Budget,29,10985.78,439.07,10546.710000000001,4914.33,0.01
864,2025-05-13,864,20,Budget,46,5245.38,593.44,4651.9400000000005,914.44,0.08
865,2025-05-14,865,5,Budget,56,18926.32,1361.98,17564.34,3717.22,0.02
866,2025-05-15,866,6,Premium,79,9803.9,908.27,8895.63,2329.15,0.07
867,2025-05-16,867,6,Premium,90,9174.6,97.36,9077.24,3284.84,0.02
868,2025-05-17,868,10,Budget,46,14508.4,1673.49,12834.91,2232.83,0.02
869,2025-05-18,869,7,Enterprise,68,5393.08,588.5,4804.58,1405.26,0.01
870,2025-05-19,870,14,Premium,49,9359.0,626.71,8732.29,2373.56,0.08
871,2025-05-20,871,3,Premium,63,22654.17,1562.39,21091.78,7570.72,0.06
872,2025-05-21,872,9,Budget,35,8313.2,185.4,8127.800000000001,3789.9,0.03
873,2025-05-22,873,1,Budget,60,15049.2,166.84,14882.36,4220.96,0.05
874,2025-05-23,874,7,Budget,61,16660.93,397.23,16263.7,3282.9,0.06
875,2025-05-24,875,9,Enterprise,105,41068.65,2707.69,38360.96,12981.41,0.09
876,2025-05-25,876,16,Enterprise,36,3115.08,329.16,2785.92,642.48,0.08
877,2025-05-26,877,8,Premium,91,26674.83,696.83,25978.0,10856.53,0.09
878,2025-05-27,878,14,Premium,55,16946.05,866.19,16079.859999999999,2811.66,0.01
879,2025-05-28,879,15,Premium,41,20487.7,2615.77,17871.93,5732.65,0.01
880,2025-05-29,880,19,Enterprise,79,17515.09,521.05,16994.04,4347.72,0.03
881,2025-05-30,881,11,Enterprise,35,13664.35,565.86,13098.49,5812.89,0.04
882,2025-05-31,882,12,Budget,49,4061.12,330.13,3730.99,1137.42,0.08
883,2025-06-01,883,10,Budget,99,31988.88,1830.88,30158.0,8743.31,0.04
884,2025-06-02,884,3,Budget,51,22929.6,347.36,22582.239999999998,5556.91,0.04
885,2025-06-03,885,10,Premium,85,5140.8,429.65,4711.150000000001,1592.5,0.08
886,2025-06-04,886,3,Premium,70,8259.3,527.82,7731.48,1865.48,0.08
887,2025-06-05,887,13,Enterprise,60,3901.8,236.89,3664.9100000000003,1262.51,0.07
888,2025-06-06,888,11,Budget,67,5461.84,109.19,5352.650000000001,1325.28,0.09
889,2025-06-07,889,19,Premium,100,44811.0,5692.69,39118.31,12415.31,0.09
890,2025-06-08,890,20,Enterprise,79,22663.52,1366.32,21297.2,5353.42,0.06
891,2025-06-09,891,17,Enterprise,51,11084.34,1586.79,9497.55,2961.9,0.1
892,2025-06-10,892,15,Budget,53,6759.62,274.15,6485.47,2870.87,0.1
893,2025-06-11,893,10,Enterprise,73,27606.41,3618.3,23988.11,7461.64,0.03
894,2025-06-12,894,12,Budget,29,7558.85,427.74,7131.110000000001,1119.12,0.03
895,2025-06-13,895,14,Budget,74,22382.78,2630.66,19752.12,5982.94,0.01
896,2025-06-14,896,20,Enterprise,24,10079.04,1102.85,8976.19,2237.71,0.07
897,2025-06-15,897,10,Enterprise,65,24135.8,260.26,23875.54,9688.64,0.09
898,2025-06-16,898,19,Premium,77,17685.36,2429.27,15256.09,3718.41,0.03
899,2025-06-17,899,7,Premium,86,14245.04,227.17,14017.87,6672.61,0.1
900,2025-06-18,900,11,Premium,78,7223.58,506.95,6716.63,1518.71,0.03
901,2025-06-19,901,6,Premium,83,12555.41,613.89,11941.52,3868.11,0.02
902,2025-06-20,902,6,Enterprise,77,37355.01,1219.05,36135.96,14094.71,0.08
903,2025-06-21,903,1,Budget,31,10711.43,1510.67,9200.76,2442.76,0.08
904,2025-06-22,904,20,Enterprise,36,3421.08,159.28,3261.7999999999997,947.0,0.06
905,2025-06-23,905,16,Premium,34,2167.84,288.98,1878.8600000000001,164.24,0.04
906,2025-06-24,906,4,Premium,35,16092.3,1478.0,14614.3,6496.4,0.07
907,2025-06-25,907,6,Enterprise,51,13431.87,1744.56,11687.310000000001,3086.16,0.07
908,2025-06-26,908,9,Premium,92,16931.68,1221.94,15709.74,4397.42,0.05
909,2025-06-27,909,12,Enterprise,65,23487.75,3508.52,19979.23,3563.48,0.09
910,2025-06-28,910,1,Premium,66,21588.6,1929.83,19658.769999999997,8020.33,0.03
911,2025-06-29,911,10,Premium,88,22237.6,1983.13,20254.469999999998,6977.03,0.08
912,2025-06-30,912,9,Premium,65,17416.75,1076.5,16340.25,7157.05,0.02
913,2025-07-01,913,19,Budget,28,2881.2,174.08,2707.12,536.56,0.09
914,2025-07-02,914,15,Enterprise,65,15598.05,363.41,15234.64,4540.84,0.09
915,2025-07-03,915,2,Budget,91,23709.14,1569.84,22139.3,8328.23,0.01
916,2025-07-04,916,6,Enterprise,21,8966.58,95.5,8871.08,2484.14,0.07
917,2025-07-05,917,12,Premium,99,39417.84,5513.37,33904.469999999994,7943.7,0.03
918,2025-07-06,918,19,Premium,36,16632.72,2157.07,14475.650000000001,4517.69,0.06
919,2025-07-07,919,12,Budget,43,11871.44,1369.27,10502.17,3360.3,0.08
920,2025-07-08,920,14,Budget,89,33713.2,1092.03,32621.17,5717.36,0.08
921,2025-07-09,921,13,Budget,41,10114.29,278.68,9835.61,4402.7,0.06
922,2025-07-10,922,18,Budget,24,1937.28,129.03,1808.25,596.73,0.08
923,2025-07-11,923,8,Budget,61,4469.47,388.38,4081.09,1563.62,0.07
924,2025-07-12,924,10,Premium,45,19929.15,530.4,19398.75,4993.8,0.04
925,2025-07-13,925,4,Premium,69,33513.3,1444.64,32068.660000000003,5718.94,0.09
926,2025-07-14,926,13,Premium,82,9792.44,892.07,8900.37,3022.61,0.04
927,2025-07-15,927,4,Enterprise,66,28121.28,2919.72,25201.559999999998,9202.5,0.01
928,2025-07-16,928,15,Premium,46,11191.8,449.16,10742.64,3510.06,0.06
929,2025-07-17,929,10,Premium,37,5954.41,520.87,5433.54,1021.66,0.1
930,2025-07-18,930,2,Budget,29,1945.9,170.29,1775.6100000000001,449.15,0.08
931,2025-07-19,931,20,Premium,78,32709.3,2386.31,30322.989999999998,13389.19,0.04
932,2025-07-20,932,10,Enterprise,31,12189.51,1113.97,11075.54,4730.77,0.1
933,2025-07-21,933,9,Premium,10,2492.9,83.9,2409.0,795.2,0.05
934,2025-07-22,934,6,Premium,75,32444.25,631.28,31812.97,12129.97,0.08
935,2025-07-23,935,11,Enterprise,47,4360.66,635.83,3724.83,662.78,0.08
936,2025-07-24,936,11,Premium,34,10285.0,1013.92,9271.08,2482.3,0.02
937,2025-07-25,937,7,Premium,28,9569.56,537.42,9032.14,2611.46,0.05
938,2025-07-26,938,17,Premium,24,3510.48,328.95,3181.53,986.25,0.05
939,2025-07-27,939,10,Enterprise,39,5632.38,218.54,5413.84,938.59,0.1
940,2025-07-28,940,4,Enterprise,40,9611.6,1010.7,8600.9,1864.5,0.05
941,2025-07-29,941,4,Enterprise,23,11190.19,1017.89,10172.300000000001,3127.86,0.02
942,2025-07-30,942,13,Premium,56,20149.92,765.74,19384.179999999997,4286.58,0.09
943,2025-07-31,943,1,Budget,27,2809.08,156.77,2652.31,1242.91,0.02
944,2025-08-01,944,12,Budget,94,18969.2,1510.58,17458.620000000003,4371.0,0.1
945,2025-08-02,945,11,Budget,95,29029.15,2830.0,26199.15,10244.85,0.06
946,2025-08-03,946,4,Premium,87,36608.73,3865.3,32743.430000000004,4787.72,0.04
947,2025-08-04,947,9,Enterprise,55,16004.45,1371.17,14633.28,5524.73,0.02
948,2025-08-05,948,12,Budget,74,12693.96,129.28,12564.679999999998,4723.64,0.07
949,2025-08-06,949,11,Premium,24,4062.96,76.47,3986.4900000000002,1259.61,0.04
950,2025-08-07,950,11,Enterprise,34,5757.9,244.57,5513.33,2410.83,0.07
951,2025-08-08,951,1,Enterprise,87,34954.86,2642.63,32312.23,14672.98,0.1
952,2025-08-09,952,5,Premium,52,8328.32,965.56,7362.76,2654.68,0.07
953,2025-08-10,953,9,Premium,99,24143.13,984.2,23158.93,10671.07,0.02
954,2025-08-11,954,17,Budget,76,31310.48,638.24,30672.239999999998,13072.16,0.09
955,2025-08-12,955,4,Premium,73,9786.38,441.09,9345.289999999999,2529.28,0.04
956,2025-08-13,956,4,Enterprise,77,30979.41,2929.73,28049.68,11896.62,0.01
957,2025-08-14,957,8,Enterprise,86,4346.44,387.4,3959.0399999999995,982.58,0.09
958,2025-08-15,958,2,Premium,26,9085.96,417.44,8668.519999999999,2444.38,0.09
959,2025-08-16,959,3,Enterprise,78,14057.94,1685.73,12372.210000000001,2549.67,0.07
960,2025-08-17,960,7,Premium,74,33666.3,950.28,32716.020000000004,13003.16,0.06
961,2025-08-18,961,9,Enterprise,54,15861.96,2028.34,13833.619999999999,4056.92,0.06
962,2025-08-19,962,16,Premium,33,8921.22,183.29,8737.929999999998,3231.22,0.06
963,2025-08-20,963,10,Premium,84,21994.56,2887.29,19107.27,5547.15,0.04
964,2025-08-21,964,13,Premium,93,8069.61,895.27,7174.34,2811.71,0.02
965,2025-08-22,965,10,Enterprise,29,9270.72,306.67,8964.05,4109.45,0.06
966,2025-08-23,966,13,Premium,38,4608.26,152.93,4455.33,2079.19,0.03
967,2025-08-24,967,11,Budget,26,4700.54,520.07,4180.47,1500.91,0.02
968,2025-08-25,968,19,Enterprise,49,13119.26,829.15,12290.11,4871.02,0.09
969,2025-08-26,969,11,Budget,32,3443.84,342.82,3101.02,924.06,0.08
970,2025-08-27,970,19,Premium,91,34122.27,4812.15,29310.119999999995,5952.24,0.07
971,2025-08-28,971,11,Budget,56,7360.64,733.54,6627.1,1186.14,0.02
972,2025-08-29,972,9,Enterprise,71,30301.38,2455.36,27846.02,7122.54,0.03
973,2025-08-30,973,1,Premium,98,35105.56,4100.21,31005.35,3302.71,0.04
974,2025-08-31,974,18,Enterprise,98,40703.32,4148.97,36554.35,6074.39,0.04
975,2025-09-01,975,11,Premium,31,7407.14,241.64,7165.5,2099.17,0.04
976,2025-09-02,976,8,Budget,60,22780.8,2230.05,20550.75,4963.35,0.07
977,2025-09-03,977,7,Enterprise,80,22759.2,2617.28,20141.920000000002,2092.32,0.05
978,2025-09-04,978,7,Premium,47,18531.16,1025.01,17506.15,7359.32,0.04
979,2025-09-05,979,15,Premium,76,7259.52,696.62,6562.900000000001,1207.94,0.04
980,2025-09-06,980,19,Budget,65,20813.65,1830.09,18983.56,7949.81,0.06
981,2025-09-07,981,17,Budget,19,9253.57,789.0,8464.57,1654.97,0.04
982,2025-09-08,982,10,Budget,30,5434.8,308.67,5126.13,2217.63,0.08
983,2025-09-09,983,11,Enterprise,85,26623.7,3865.03,22758.670000000002,4133.47,0.04
984,2025-09-10,984,7,Budget,42,18478.74,401.97,18076.77,4431.81,0.07
985,2025-09-11,985,1,Enterprise,67,32850.77,1861.84,30988.929999999997,10867.49,0.09
986,2025-09-12,986,2,Enterprise,75,30440.25,2660.01,27780.239999999998,7245.24,0.05
987,2025-09-13,987,8,Premium,30,2255.4,157.88,2097.52,627.22,0.08
988,2025-09-14,988,9,Premium,74,21472.58,1892.31,19580.27,6663.57,0.07
989,2025-09-15,989,5,Enterprise,98,16601.2,238.81,16362.390000000001,6517.31,0.02
990,2025-09-16,990,10,Enterprise,34,9866.12,1236.6,8629.52,2357.2,0.08
991,2025-09-17,991,2,Enterprise,69,19076.43,1880.41,17196.02,2356.88,0.02
992,2025-09-18,992,7,Premium,89,7520.5,563.88,6956.62,2394.48,0.02
993,2025-09-19,993,11,Enterprise,60,21708.6,2617.05,19091.55,2586.75,0.08
994,2025-09-20,994,4,Enterprise,62,23611.46,834.6,22776.86,9442.52,0.05
995,2025-09-21,995,13,Budget,27,11882.43,542.63,11339.800000000001,2000.23,0.01
996,2025-09-22,996,17,Enterprise,105,26235.3,2617.15,23618.149999999998,5506.7,0.03
997,2025-09-23,997,2,Premium,83,23508.92,2166.25,21342.67,3046.15,0.08
998,2025-09-24,998,18,Budget,98,47850.46,1065.39,46785.07,17668.29,0.09
999,2025-09-25,999,14,Budget,82,14131.06,1098.81,13032.25,1815.47,0.1
1000,2025-09-26,1000,9,Enterprise,76,10386.16,1281.36,9104.8,2802.12,0.01
1001,2025-09-27,1001,18,Enterprise,73,30724.97,4217.49,26507.480000000003,4082.61,0.02
1002,2025-09-28,1002,6,Enterprise,66,18805.38,1991.11,16814.27,5544.77,0.06
1003,2025-09-29,1003,14,Premium,40,17602.0,1687.75,15914.25,5031.45,0.01
1004,2025-09-30,1004,16,Enterprise,48,22985.76,591.15,22394.609999999997,8958.45,0.08
1005,2025-10-01,1005,19,Budget,25,1271.0,118.25,1152.75,383.5,0.05
1006,2025-10-02,1006,15,Enterprise,37,13385.12,1614.78,11770.34,2941.03,0.1
1007,2025-10-03,1007,1,Enterprise,25,7693.5,1084.19,6609.3099999999995,759.31,0.02
1008,2025-10-04,1008,9,Enterprise,24,10379.76,1182.92,9196.84,905.56,0.06
1009,2025-10-05,1009,12,Budget,50,7444.5,1040.07,6404.43,1230.43,0.09
1010,2025-10-06,1010,16,Budget,51,25084.86,1613.8,23471.06,5029.46,0.09
1011,2025-10-07,1011,6,Budget,41,15453.31,1613.22,13840.09,5151.78,0.08
1012,2025-10-08,1012,4,Premium,73,13291.11,200.96,13090.150000000001,5601.08,0.07
1013,2025-10-09,1013,8,Budget,66,3936.9,573.65,3363.25,522.61,0.06
1014,2025-10-10,1014,19,Enterprise,19,2441.5,294.5,2147.0,667.85,0.08
1015,2025-10-11,1015,12,Budget,87,36601.77,3014.23,33587.53999999999,8279.24,0.07
1016,2025-10-12,1016,4,Enterprise,21,9856.56,412.79,9443.769999999999,2999.29,0.08
1017,2025-10-13,1017,14,Enterprise,60,21191.4,1090.06,20101.34,3607.94,0.06
1018,2025-10-14,1018,9,Enterprise,57,21930.18,1159.25,20770.93,4171.96,0.1
1019,2025-10-15,1019,10,Enterprise,95,17373.6,2284.56,15089.039999999999,5371.49,0.1
1020,2025-10-16,1020,19,Enterprise,23,3814.32,55.32,3759.0,1415.3,0.07
1021,2025-10-17,1021,16,Budget,93,37538.52,5472.73,32065.789999999997,7036.7,0.08
1022,2025-10-18,1022,5,Premium,83,15676.21,538.19,15138.019999999999,4443.47,0.01
1023,2025-10-19,1023,13,Premium,101,26914.48,2857.32,24057.16,10229.25,0.09
1024,2025-10-20,1024,4,Budget,64,21553.92,2983.55,18570.37,2700.29,0.08
1025,2025-10-21,1025,20,Premium,39,16628.43,777.28,15851.15,4094.99,0.06
1026,2025-10-22,1026,17,Enterprise,102,20478.54,1334.19,19144.350000000002,4121.79,0.08
1027,2025-10-23,1027,7,Premium,46,11730.92,1133.4,10597.52,1917.78,0.04
1028,2025-10-24,1028,8,Premium,34,2690.08,245.76,2444.3199999999997,507.0,0.02
1029,2025-10-25,1029,19,Premium,44,8810.12,325.05,8485.070000000002,2834.59,0.06
1030,2025-10-26,1030,13,Budget,97,17047.75,2213.71,14834.04,5077.78,0.04
1031,2025-10-27,1031,2,Premium,90,19517.4,2017.26,17500.140000000003,3590.64,0.09
1032,2025-10-28,1032,7,Enterprise,101,14440.98,2020.26,12420.72,2995.4,0.02
1033,2025-10-29,1033,8,Premium,29,12690.69,664.81,12025.880000000001,2516.2,0.09
1034,2025-10-30,1034,4,Budget,48,21274.56,2853.5,18421.06,7447.78,0.04
1035,2025-10-31,1035,8,Budget,59,22287.84,327.75,21960.09,4819.41,0.05
1036,2025-11-01,1036,16,Budget,95,14595.8,1613.84,12981.96,4576.36,0.06
1037,2025-11-02,1037,16,Budget,109,25090.71,3483.96,21606.75,4257.22,0.03
1038,2025-11-03,1038,9,Budget,74,9916.74,1131.41,8785.33,3236.81,0.09
1039,2025-11-04,1039,8,Enterprise,51,25274.07,315.67,24958.4,4740.47,0.06
1040,2025-11-05,1040,2,Budget,71,19436.96,1331.39,18105.57,8151.37,0.06
1041,2025-11-06,1041,2,Enterprise,95,16065.45,1018.34,15047.11,5945.16,0.07
1042,2025-11-07,1042,3,Budget,32,14171.52,1576.87,12594.650000000001,4300.57,0.03
1043,2025-11-08,1043,6,Budget,90,25500.6,3726.06,21774.539999999997,4904.94,0.04
1044,2025-11-09,1044,4,Budget,45,19334.25,1248.06,18086.19,5447.49,0.05
1045,2025-11-10,1045,8,Premium,62,19037.1,2204.92,16832.18,4614.46,0.08
1046,2025-11-11,1046,6,Enterprise,81,39742.65,1239.48,38503.17,12738.69,0.06
1047,2025-11-12,1047,8,Budget,71,6255.1,509.75,5745.35,1745.92,0.02
1048,2025-11-13,1048,11,Budget,85,13820.15,400.45,13419.699999999999,5654.1,0.06
1049,2025-11-14,1049,12,Budget,27,9106.29,191.5,8914.79,3366.83,0.06
1050,2025-11-15,1050,7,Enterprise,75,9958.5,177.43,9781.07,3413.57,0.06
1051,2025-11-16,1051,19,Budget,31,9476.39,543.33,8933.06,1880.25,0.03
1052,2025-11-17,1052,17,Budget,48,19000.32,2162.72,16837.6,4900.0,0.08
1053,2025-11-18,1053,7,Budget,103,49872.6,560.75,49311.85,15677.2,0.04
1054,2025-11-19,1054,10,Budget,36,6223.32,334.05,5889.2699999999995,1081.47,0.09
1055,2025-11-20,1055,8,Budget,80,37947.2,564.04,37383.159999999996,15997.56,0.1
1056,2025-11-21,1056,12,Premium,21,10150.14,283.58,9866.56,2259.52,0.02
1057,2025-11-22,1057,13,Enterprise,97,28034.94,564.01,27470.93,12222.53,0.04
1058,2025-11-23,1058,19,Budget,86,32311.06,4411.96,27899.100000000002,5251.86,0.07
1059,2025-11-24,1059,10,Budget,58,8148.42,613.3,7535.12,1243.28,0.07
1060,2025-11-25,1060,1,Budget,53,18935.84,2657.53,16278.31,2468.1,0.1
1061,2025-11-26,1061,14,Enterprise,96,39948.48,5146.29,34802.19,7414.35,0.08
1062,2025-11-27,1062,3,Budget,32,14924.8,866.79,14058.009999999998,4594.97,0.08
1063,2025-11-28,1063,8,Enterprise,85,5169.7,184.48,4985.22,1391.42,0.02
1064,2025-11-29,1064,2,Budget,59,8549.1,1233.25,7315.85,2428.88,0.02
1065,2025-11-30,1065,3,Budget,62,5186.3,250.36,4935.9400000000005,915.86,0.08
1066,2025-12-01,1066,19,Budget,70,27510.0,3141.18,24368.82,6318.62,0.01
1067,2025-12-02,1067,7,Premium,68,15540.72,176.26,15364.46,7111.3,0.06
1068,2025-12-03,1068,8,Premium,42,18392.22,922.93,17469.29,5931.89,0.03
1069,2025-12-04,1069,3,Premium,55,26300.45,1240.49,25059.96,6192.21,0.02
1070,2025-12-05,1070,16,Premium,92,19119.44,1565.48,17553.96,6751.32,0.05
1071,2025-12-06,1071,11,Budget,108,20999.52,606.52,20393.0,7251.56,0.03
1072,2025-12-07,1072,5,Enterprise,19,2588.94,122.07,2466.87,464.65,0.06
1073,2025-12-08,1073,5,Premium,80,9281.6,1074.47,8207.130000000001,1224.73,0.03
1074,2025-12-09,1074,16,Enterprise,93,19188.69,1784.81,17403.879999999997,2447.62,0.08
1075,2025-12-10,1075,17,Budget,110,14752.1,408.46,14343.640000000001,4954.04,0.05
1076,2025-12-11,1076,17,Enterprise,107,45166.84,2327.85,42838.99,18136.97,0.08
1077,2025-12-12,1077,8,Premium,111,32625.12,2021.84,30603.28,11525.71,0.07
1078,2025-12-13,1078,19,Enterprise,115,20238.85,906.21,19332.64,9037.84,0.03
1079,2025-12-14,1079,3,Budget,83,31486.88,3224.27,28262.61,7220.45,0.09
1080,2025-12-15,1080,8,Enterprise,114,44513.58,541.2,43972.380000000005,10598.88,0.05
1081,2025-12-16,1081,18,Premium,112,49468.16,4555.57,44912.590000000004,17649.55,0.09
1082,2025-12-17,1082,1,Premium,57,13966.14,1366.24,12599.9,3694.22,0.02
1083,2025-12-18,1083,15,Enterprise,41,16153.18,2372.04,13781.14,2196.18,0.05
